CONTAS REGIONAIS DO BRASIL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
Ano de referência 2010,,,,,
Valor Bruto da Produção 2010-2021,,,,,
Rondônia,,,,,
"Artes, cultura, esporte e recreação e outras atividades de serviços",,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,559.54687179581
2011,559.54687179581,1.0182836337709227,569.77742187739,0.9898817182541665,564.0122533904199
2012,564.0122533904199,1.0691159048127024,602.99447060895,0.9245080261971902,557.4732278305
2013,557.4732278305,1.0332173227533545,575.9909959657,1.160737604628794,668.5744089449801
2014,668.5744089449801,0.9828433604033983,657.1039187672,1.208329532107172,793.99807070976
2015,793.99807070976,0.9282902397637274,737.0606594311,0.8946844696354652,659.4367251722799
2016,659.4367251722799,0.9509697081378157,627.1043500724401,1.1224382353808589,703.88590009497
2017,703.88590009497,1.0457744692712028,736.1059035993001,0.8452047199486578,622.1601841042
2018,622.1601841042,1.112053607214238,691.87547699815,1.1399642748727008,788.7133264384
2019,788.7133264384,1.044137148251265,823.52488345516,1.1858828132808388,976.60400559858
2020,976.60400559858,0.8903067580832522,869.47714615559,1.1603809003238554,1008.92467366704
2021,1008.92467366704,1.1551826071731888,1165.49223496805,0.8516071501830201,992.54152078158
,,,,,
,,,,,
Consumo intermediário 2010-2021,,,,,
Rondônia,,,,,
"Artes, cultura, esporte e recreação e outras atividades de serviços",,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,264.29764145388003
2011,264.29764145388003,0.9696682958089926,256.28104357492,1.0074354372352279,258.18660518900003
2012,258.18660518900003,1.0407319483291226,268.70304865083,0.9961835334712462,267.67755245948
2013,267.67755245948,1.0282511375405106,275.23974781052,1.1329579262848797,311.83505391058
2014,311.83505391058,0.9306533724115861,290.21034455803,1.119928966913309,325.01497136843
2015,325.01497136843,0.9498812453364041,308.72562575642,0.9373256452741108,289.37644637479
2016,289.37644637479,0.9397294339879301,271.93556416122,1.1325697531945365,307.98599478689
2017,307.98599478689,1.042141475971142,320.96497918565,0.898760284095341,288.47057587755
2018,288.47057587755,1.116494306004938,322.07575541725,1.1992676427578215,386.25503198869
2019,386.25503198869,1.0426922736126396,402.74513749861,1.0958423909914323,441.34519443665
2020,441.34519443665,0.8776385823932166,387.34157079144,1.182702394317687,458.10980319380997
2021,458.10980319380997,1.1142574080066692,510.45224188918,0.9762542468694426,498.33116896833997
,,,,,
,,,,,
Valor Adicionado Bruto 2010-2021,,,,,
Rondônia,,,,,
"Artes, cultura, esporte e recreação e outras atividades de serviços",,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,295.24923034192994
2011,295.24923034192994,1.0618025250714724,313.49637830247,0.9755316787307535,305.82564820141994
2012,305.82564820141994,1.0930784383981824,334.29142195812005,0.8668953384251826,289.79567537102
2013,289.79567537102,1.0378044729968237,300.75124815518006,1.186160846289594,356.73935503440003
2014,356.73935503440003,1.0284639724534759,366.89357420916997,1.278253783409021,468.98309934132993
2015,468.98309934132993,0.9133272270925356,428.33503367468,0.8639505286848667,370.06027879748996
2016,370.06027879748996,0.9597592777731785,355.16878591122,1.1146810221296908,395.89990530808
2017,395.89990530808,1.0486007166144613,415.14092441365005,0.8037983937573902,333.68960822665
2018,333.68960822665,1.1082146775446575,369.79972158090004,1.088314217028596,402.45829444971
2019,402.45829444971,1.0455238511903235,420.77974595655,1.27206410552185,535.25881116193
2020,535.25881116193,0.9007522441667779,482.13557536415004,1.1424480967976849,550.81487047323
2021,550.81487047323,1.189219878025616,655.0399930788701,0.7544735543402685,494.21035181324
"Fonte: IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA.",,,,,
