CONTAS REGIONAIS DO BRASIL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
Ano de referência 2010,,,,,
Valor Bruto da Produção 2010-2021,,,,,
Rondônia,,,,,
"Transporte, armazenagem e correio",,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,1356.9245989151102
2011,1356.9245989151102,0.9817530330134954,1332.16484055553,1.0843272252545815,1444.50260514129
2012,1444.50260514129,1.0566119618740677,1526.27873155054,1.1047549946238084,1686.1640518685501
2013,1686.1640518685501,1.0219745054549108,1723.21667302421,1.216844542217472,2096.88680362766
2014,2096.88680362766,0.9997529974827807,2096.36886730884,0.7969925954839544,1670.79046464823
2015,1670.79046464823,0.9922503891531089,1657.84248874051,1.0677202201886278,1770.11194711608
2016,1770.11194711608,0.9760894639097567,1727.78762152079,1.131732658270964,1955.3936778313898
2017,1955.3936778313898,1.1634967983486941,2275.0942836680997,0.9091846519448152,2068.48080443842
2018,2068.48080443842,1.0739584149034553,2221.46236599291,1.2764730656187584,2835.63687647567
2019,2835.63687647567,1.0628945899510347,3013.98309507164,0.8061243928974025,2429.64529271766
2020,2429.64529271766,0.9219206528702398,2239.94017450537,1.0418408923438216,2333.6612702034504
2021,2333.6612702034504,1.0375517032032116,2421.29422559896,1.2246934440971533,2965.3431643213403
,,,,,
,,,,,
Consumo intermediário 2010-2021,,,,,
Rondônia,,,,,
"Transporte, armazenagem e correio",,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,779.9814607094501
2011,779.9814607094501,0.9817168492418922,765.7209420747699,1.039286414095793,795.80337208694
2012,795.80337208694,1.0857799754054476,864.06736577213,1.127684669579091,974.39552186482
2013,974.39552186482,1.0294440743221522,1003.08569602978,1.127251052710765,1130.72940680868
2014,1130.72940680868,0.9944449995283859,1124.44820442059,0.7426907517928871,835.11728229329
2015,835.11728229329,0.9883334581934106,825.37435160601,1.0818242528152704,892.90999121906
2016,892.90999121906,0.9752622998730665,870.82145161594,1.1973354996697518,1042.66543789371
2017,1042.66543789371,1.1553361451550395,1204.6290677025102,0.994481564265323,1197.9813996082698
2018,1197.9813996082698,1.0761929804512382,1289.2591729695698,1.3768252462289108,1775.08457827671
2019,1775.08457827671,1.0739556290175802,1906.36207482257,0.7711831379540117,1470.15428693819
2020,1470.15428693819,0.9287073326775962,1365.3430664469,0.9849584200559687,1344.80614956191
2021,1344.80614956191,1.0573618978658892,1421.9467825625,1.2973593896049167,1844.7760098759602
,,,,,
,,,,,
Valor Adicionado Bruto 2010-2021,,,,,
Rondônia,,,,,
"Transporte, armazenagem e correio",,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,576.9431382056601
2011,576.9431382056601,0.9818019506089396,566.4438984807601,1.1452135591789478,648.6992330543499
2012,648.6992330543499,1.0208295802361893,662.2113657784099,1.0748358708205907,711.76853000373
2013,711.76853000373,1.011748829342955,720.13097699443,1.341641212063084,966.15739681898
2014,966.15739681898,1.005965142002996,971.9206628882501,0.8598162527706487,835.6731823549401
2015,835.6731823549401,0.9961647145222392,832.4681371345,1.0537363735223568,877.2019558970201
2016,877.2019558970201,0.9769314399538963,856.9661699048502,1.0650691614104453,912.7282399376799
2017,912.7282399376799,1.1728192129112605,1070.4652159655898,0.8131972826832445,870.4994048301502
2018,870.4994048301502,1.0708832054919433,932.20319302334,1.1376836146198508,1060.5522981989598
2019,1060.5522981989598,1.0443813304917096,1107.62102024907,0.8662629078344053,959.49100577947
2020,959.49100577947,0.9115219452713538,874.5971080584702,1.1306407390675153,988.8551206415403
2021,988.8551206415403,1.0106105759841872,999.3474430364599,1.121298865828486,1120.56715444538
"Fonte: IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA.",,,,,
