CONTAS REGIONAIS DO BRASIL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
Ano de referência 2010,,,,,
Valor Bruto da Produção 2010-2021,,,,,
Região Norte,,,,,
"Transporte, armazenagem e correio",,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,13106.24990045693
2011,13106.24990045693,1.079765775623327,14151.68008928003,1.0996237665254238,15561.523762436951
2012,15561.523762436951,1.0450337311428675,16262.317239727881,1.0380160973407948,16880.54707490026
2013,16880.54707490026,1.0060690450070076,16982.99587484074,1.081663437318981,18369.88569395431
2014,18369.88569395431,1.0399838180034238,19104.38386028508,1.0611508616837382,20272.63339527841
2015,20272.63339527841,0.9719770354486682,19704.53410828038,1.0015115420051115,19734.3183392762
2016,19734.3183392762,0.9603299958528118,18951.45784891518,1.0787388602197032,20443.67403944051
2017,20443.67403944051,1.0736104587735793,21948.54226450124,0.9627791073995172,21131.597930137083
2018,21131.597930137083,1.0551578251732703,22297.170914399423,1.0745852555941395,23960.21110607612
2019,23960.21110607612,1.04677563755746,25080.96525657416,1.0273864494126188,25767.84384279298
2020,25767.84384279298,0.8906714944020265,22950.68398297848,1.0648439328428687,24438.89659386864
2021,24438.89659386864,1.0757852021701586,26291.00331305058,1.1374103081673566,29903.658180325852
,,,,,
,,,,,
Consumo intermediário 2010-2021,,,,,
Região Norte,,,,,
"Transporte, armazenagem e correio",,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,7451.41377720924
2011,7451.41377720924,1.0856922628468657,8089.94228518661,1.059322068489569,8569.85439550511
2012,8569.85439550511,1.0493503187951494,8992.7794419513,1.0430460066290501,9379.882685423121
2013,9379.882685423121,1.011302289958622,9485.89683931163,1.062287523282108,10076.74985954193
2014,10076.74985954193,1.0472251944551982,10552.626331135189,1.0531106886250972,11113.08358238511
2015,11113.08358238511,0.9680529483581115,10758.05332727803,1.0340529068911328,11124.396315561671
2016,11124.396315561671,0.9547080096752575,10620.55026526865,1.063287959056446,11292.7032156139
2017,11292.7032156139,1.0734708463012288,12122.38767789366,0.9693260432824172,11750.54608294819
2018,11750.54608294819,1.055671656053064,12404.71844291376,1.1242558575113777,13946.07737022521
2019,13946.07737022521,1.052288902937086,14675.30245619001,1.0066858928886746,14773.419956521
2020,14773.419956521,0.8859881937019621,13089.07566207856,1.0409960429426226,13625.67597000037
2021,13625.67597000037,1.0788154417883102,14699.58964124031,1.2377574186921552,18194.52613017555
,,,,,
,,,,,
Valor Adicionado Bruto 2010-2021,,,,,
Região Norte,,,,,
"Transporte, armazenagem e correio",,,,,
ANO,VALOR DO ANO ANTERIOR,ÍNDICE DE VOLUME ,VALOR A PREÇOS DO ANO ANTERIOR,ÍNDICE DE PREÇO       ,VALOR A PREÇO CORRENTE
2010,,,,,5654.83612324769
2011,5654.83612324769,1.0719564054514168,6061.737804093419,1.1534100604302697,6991.669366931841
2012,6991.669366931841,1.03974278763223,7269.537797776581,1.0317938496407915,7500.6643894771405
2013,7500.6643894771405,0.999524661581575,7497.09903552911,1.1061793095050254,8293.135834412382
2014,8293.135834412382,1.0311850305965515,8551.75752914989,1.0710722072827326,9159.549812893301
2015,9159.549812893301,0.9767380454014205,8946.48078100235,0.9623808774057285,8609.92202371453
2016,8609.92202371453,0.967593848202167,8330.90758364653,1.0984362426237755,9150.97082382661
2017,9150.97082382661,1.0737827467467143,9826.15458660758,0.9547022453701943,9381.05184718889
2018,9381.05184718889,1.0545142093474322,9892.452471485662,1.0123004143528598,10014.133735850908
2019,10014.133735850908,1.0390976468719961,10405.66280038415,1.056580834607296,10994.42388627198
2020,10994.42388627198,0.8969645361057498,9861.60832089992,1.0964966638303386,10813.22062386827
2021,10813.22062386827,1.0719668149768695,11591.413671810269,1.010155653285528,11709.132050150303
"Fonte: IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA.",,,,,
