Tabela 03 - Oferta e demanda da produção nacional a preço básico - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78
29911,"Automóveis, camionetas e utilitários",106005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,19,0,0,0,0,0,0,0,1242,13604,0,0,63087,30786,-2714,104763,106005
29912,"Caminhões e ônibus, inclusive cabines, carrocerias e reboques",34145,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2975,27,0,0,0,0,0,0,166,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3633,11165,0,0,885,20704,-2242,30512,34145
29921,Peças e acessórios para veículos automotores,69285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27898,6985,16,0,0,0,0,0,9827,7462,0,0,0,0,0,0,0,0,0,0,0,0,23,0,113,0,0,836,212,0,75,0,0,0,0,53447,15935,0,0,0,0,-97,15838,69285
30001,"Aeronaves, embarcações e outros equipamentos de transporte",51156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7073,0,782,0,0,0,84,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,1,0,0,0,0,26,0,9452,23772,0,0,8153,8711,1068,41704,51156
31801,Móveis,37684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,736,0,0,0,1,42,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,28,0,15,11,2,0,0,1264,1888,0,0,29892,5957,-1317,36420,37684
31802,Produtos de industrias diversas,32555,4,1,7,0,35,16,4,7,4,14,5,0,5,841,133,4,2,0,2,1,54,28,0,34,1,89,5,1,2,13,2,324,191,15,7,489,71,46,22,414,233,62,55,1,86,3,3,1,34,1,46,128,72,143,215,157,255,103,10,629,556,16,1341,6353,92,53,0,13541,3074,0,0,12436,3177,327,19014,32555
33001,"Manutenção, reparação e instalação de máquinas e equipamentos",71163,60,25,84,680,3074,996,742,935,450,499,358,11,144,239,148,472,2272,1076,567,646,980,504,144,566,430,2446,7071,1644,636,58,391,1253,139,489,652,645,885,1702,889,1979,4533,986,1337,653,2642,6,231,555,133,440,768,353,81,804,180,130,850,738,199,1297,146,0,1253,493,491,475,0,56755,2388,0,0,472,11548,0,14408,71163
35001,"Eletricidade, gás e outras utilidades",257384,6713,4150,379,664,299,1096,463,1566,53,3044,686,61,1403,216,277,806,2056,147,37,166,4349,689,206,303,2135,4248,3466,2692,1181,161,633,677,485,1140,312,388,221,86487,2496,462,15248,1035,43,29,845,1026,1293,122,295,1467,421,1834,335,811,236,135,118,5074,75,5303,1650,1750,1252,1175,696,2461,0,181742,0,0,0,75642,0,0,75642,257384
36801,"Água, esgoto, reciclagem e gestão de resíduos",64413,3,1,1,30,42,172,65,140,52,286,504,1,58,26,22,203,254,8,402,26,589,403,120,72,342,501,3063,1490,163,20,57,99,87,209,94,76,27,79,904,268,3969,255,9,6,668,318,1056,30,49,41,91,495,346,474,61,26,41,3908,29,9848,1286,206,1625,1774,91,1624,0,39285,4,0,0,24685,0,439,25128,64413
41801,Edificações,365889,21,37,3,1,395,195,34,0,0,6,0,0,0,0,0,0,8,0,0,25,65,0,0,0,0,4,16,10,29,66,3,47,208,11,208,11,0,0,0,29703,979,18,5,2,272,214,0,8,205,2,756,318,510,49,135,0,162,1824,0,3109,933,331,1565,0,9,248,0,42760,236,0,0,0,322893,0,323129,365889
41802,Obras de infraestrutura,135843,0,0,0,0,1191,910,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,38,0,0,0,0,0,0,0,0,0,0,4212,7629,0,236,0,0,318,0,0,0,0,911,0,0,0,0,0,0,0,0,0,7585,2,0,0,0,0,93,0,23346,0,0,0,0,112497,0,112497,135843
41803,Serviços especializados para construção,142851,70,148,8,3,306,11,146,0,4,1,0,0,23,0,0,0,11,18,22,0,0,2,0,0,0,23,18,1498,21,0,9,27,0,9,0,3,0,0,0,23142,55,9,0,0,740,40,380,0,0,3953,0,1396,1115,208,628,3,2,784,9,1812,250,0,1891,0,100,11,0,38909,4462,0,0,0,99480,0,103942,142851
45801,Comércio por atacado e varejo,1037004,16829,8945,884,748,3091,2361,1006,20847,810,21570,4329,762,4238,6015,3615,2085,7221,1604,2891,1172,9057,5825,3361,4251,9191,7378,6844,6780,6322,8103,7675,13485,14897,6556,4257,6777,5625,4229,1630,34038,27970,19410,261,641,1112,626,14389,1674,955,3799,1619,2593,1642,1817,1495,3346,1589,3205,356,5024,4088,1073,5396,12588,500,2944,0,397416,16642,3399,0,560948,58599,0,639588,1037004
49001,Transporte terrestre de carga,227229,5710,2401,489,832,4948,2019,814,11915,3157,19166,3538,170,1262,1129,1241,635,3286,362,4109,2118,5450,2189,1683,2499,2941,3505,7389,1674,2914,1909,1779,2390,4123,1630,955,1664,586,4334,405,5691,36166,32061,163,255,4356,238,3923,390,166,261,225,649,170,599,386,167,378,372,100,1960,593,59,773,818,99,610,0,210948,1202,62,0,10801,4216,0,16281,227229
49002,Transporte terrestre de passageiros,92261,5,3,20,13,388,291,121,74,34,118,14,0,2,126,6,522,1,0,0,59,169,135,15,112,188,288,71,13,314,3,54,469,0,233,2,9,72,0,7,66,47,142,0,0,38,19,54,0,96,15,153,303,20,7,668,34,20,192,27,2010,1842,937,822,0,11,1819,0,13293,567,0,0,78401,0,0,78968,92261
50001,Transporte aquaviário,23130,15,11,0,5,4848,4,23,1249,77,494,11,1,10,15,7,143,1246,19,1209,16,769,31,48,4,49,137,452,161,44,45,44,238,194,70,157,2,10,67,2,46,1096,673,1036,15,57,1,53,1,2,1,12,2,0,2,2,2,3,212,1,8,4,0,1,0,1,3,0,15161,6619,0,0,1338,12,0,7969,23130
51001,Transporte aéreo,36885,1,0,3,3,1520,8,24,218,5,185,38,20,25,27,36,33,78,15,34,3,186,210,9,104,34,103,66,10,41,199,130,164,167,49,44,29,53,459,35,1083,2622,164,66,9,522,56,40,16,123,159,511,2189,47,713,259,419,68,243,19,949,268,1565,369,0,69,6573,0,23489,5991,0,0,7405,0,0,13396,36885
52801,Armazenamento e serviços auxiliares aos transportes,97765,845,51,182,24,3417,2185,524,2795,1612,3473,2143,26,103,7,73,197,1021,147,737,815,918,410,398,565,182,251,2570,130,886,607,876,297,3557,472,486,226,218,84,9,303,11327,7332,2493,3493,3155,2,31,20,40,112,17,203,1,61,82,182,27,136,32,1561,114,0,169,0,2,1003,0,65417,9008,0,0,23340,0,0,32348,97765
52802,Correio e outros serviços de entrega,21998,1,0,1,3,29,0,7,84,56,156,24,6,69,102,98,19,150,45,35,19,42,352,16,109,68,106,20,12,89,168,81,64,142,105,141,135,19,577,14,353,4247,142,9,9,1516,53,186,56,37,475,117,4459,191,488,144,65,174,502,35,1780,183,399,278,249,51,424,0,19786,96,0,0,2116,0,0,2212,21998
55001,Serviços de alojamento em hotéis e similares,24353,2,1,2,7,145,32,12,163,17,158,33,16,16,15,18,5,47,6,19,9,70,80,23,115,55,47,97,26,93,89,71,175,61,43,48,69,41,138,10,707,1789,110,3,43,111,0,17,48,84,60,266,635,34,170,167,75,79,83,25,2467,289,189,393,0,77,3655,0,13650,6574,0,0,4129,0,0,10703,24353
56001,Serviços  de alimentação,225304,1,0,2,1,177,0,8,2,0,113,1,0,9,2,0,0,3,12,0,1,73,92,1,229,10,0,22,43,24,1,0,74,307,8,0,0,77,262,1,0,590,8,0,902,24,214,0,0,599,46,7,2801,53,1160,1,168,0,1104,2,8468,1570,164,4413,2952,33,7629,0,34464,4822,0,0,186018,0,0,190840,225304
58001,"Livros, jornais e revistas",20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,92,5,0,190,0,0,0,0,47,0,17,2,104,1,1370,36,242,105,2132,17,3,0,516,2131,1367,24,116,0,139,0,8784,1019,0,0,10110,0,98,11227,20011
59801,"Serviços cinematográficos, música, rádio e televisão",43318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,10,4068,4018,1,2,0,0,0,32990,0,16,2,0,0,0,0,0,79,0,0,41190,470,0,0,1658,0,0,2128,43318
61001,"Telecomunicações, TV por assinatura e outros serviços relacionados",159298,6,3,7,27,621,66,27,651,150,1204,360,16,193,529,159,75,332,310,197,128,247,238,27,229,286,455,164,62,369,774,421,447,1109,980,230,437,113,462,153,937,7018,724,28,54,739,219,543,112,299,22247,1064,7365,444,1970,303,2075,93,1186,208,5047,987,953,497,795,184,1240,0,69595,1324,0,0,88379,0,0,89703,159298
62801,Desenvolvimento de sistemas e outros serviços de informação,126432,15,9,1,1,54,158,28,391,10,670,60,27,33,44,11,10,138,3,36,2,267,182,18,325,108,81,141,20,90,177,283,154,611,85,66,105,70,1152,243,415,7120,666,1,665,940,59,72,500,868,2569,6880,13987,291,2153,32,4018,316,675,139,8361,1253,324,2206,0,136,1211,0,61736,3907,0,0,53,60689,47,64696,126432
64801,"Intermediação financeira, seguros e previdência complementar",564015,4952,1915,438,612,3138,1481,528,4736,1546,4726,1406,314,750,994,725,474,1953,359,3309,1009,3399,1312,770,901,1692,1995,2380,1117,1590,1505,1312,2124,2514,1006,988,996,596,5856,1121,9000,25287,7854,524,1212,2842,493,2748,497,935,6362,2168,71121,20678,3753,1363,752,1160,4282,918,52324,986,1590,380,4320,672,2246,0,295006,13696,1926,0,253387,0,0,269009,564015
68001,Aluguel efetivo e serviços imobiliários,196360,7,5,7,20,320,26,20,606,139,464,67,21,308,361,89,34,152,54,162,178,155,95,156,248,373,210,259,11,255,193,116,209,105,169,73,237,57,1246,272,1145,40687,1028,67,125,2499,1162,4210,261,441,2508,1474,6039,1636,4699,776,896,789,2486,255,3600,661,4213,494,1878,3927,2830,0,98265,5598,0,0,92497,0,0,98095,196360
68002,Aluguel imputado,400237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400237,0,0,400237,400237
69801,"Serviços jurídicos, contabilidade e consultoria",195003,19,10,38,493,10060,2906,264,4359,784,7381,1862,865,341,283,192,251,1757,160,5076,571,2897,3408,1417,4068,1507,2133,1710,409,761,2739,2483,2006,2240,1058,394,461,605,1224,950,4259,26361,2025,73,433,1649,223,851,502,2406,2984,2339,14679,2011,14189,4244,319,803,3217,1223,3779,140,1849,314,2082,966,2937,0,166999,14261,0,0,13743,0,0,28004,195003
71801,Pesquisa e desenvolvimento,50675,0,0,0,1,0,101,0,87,11,50,91,19,0,17,27,11,35,1,0,0,105,29,78,236,38,32,31,107,10,50,148,117,234,121,34,26,1,119,11,26,163,0,0,0,0,0,0,2,0,88,76,9,0,0,674,0,34,4,0,0,0,1,0,12,0,0,0,3067,0,0,0,0,47608,0,47608,50675
71802,Serviços de arquitetura e engenharia,66703,661,20,0,63,2166,326,165,1217,306,1151,238,126,72,196,128,45,537,47,180,277,731,636,442,1022,893,663,425,282,481,761,418,1684,1829,647,283,289,236,3863,503,3870,1765,395,17,0,4669,8,0,0,0,8,374,856,18,0,3597,0,79,25,0,4690,1500,115,1695,0,0,0,0,47690,15544,0,0,481,2988,0,19013,66703
73801,Publicidade e outros serviços técnicos,116610,16,455,105,40,603,9,1,2509,155,3945,5959,293,107,481,992,36,637,76,249,98,126,577,1450,2316,533,336,236,21,579,1664,788,548,4945,154,363,522,130,3946,213,2188,23138,702,42,267,1239,361,840,1110,2181,4160,1859,13459,1011,5155,460,1962,1144,1640,200,4107,760,2950,1228,44,1783,1850,0,112053,2937,0,0,1620,0,0,4557,116610
77001,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,45395,97,26,42,114,4645,583,138,140,181,531,230,12,20,31,22,63,346,75,232,33,140,158,37,80,139,178,211,91,362,109,85,255,282,144,142,104,203,468,812,1575,3911,2184,591,2018,1213,73,273,151,318,2395,782,914,126,404,515,127,897,554,212,3476,1053,990,1319,443,268,104,0,38447,4015,0,0,2933,0,0,6948,45395
78801,Condomínios e serviços para edifícios,89302,24,14,11,11,459,142,39,367,251,445,176,35,61,39,56,30,500,25,190,370,216,513,144,382,508,178,199,90,198,164,191,371,807,153,148,156,59,926,243,1228,8711,872,5,399,1566,215,971,94,620,1350,1300,3691,780,1771,211,199,182,2617,70,6678,4297,1513,2735,1835,597,1683,0,55081,4283,0,27650,2288,0,0,34221,89302
78802,Outros serviços administrativos,118968,3,1,17,400,232,207,119,273,116,611,714,77,116,112,150,11,57,8,26,20,232,218,190,710,72,559,245,324,395,672,391,1155,371,141,62,104,315,2015,63,803,17263,699,86,440,1012,565,563,163,182,12638,3440,15288,286,1734,332,381,352,1932,256,16087,5964,1465,6976,1037,336,3470,0,105254,5706,0,0,8008,0,0,13714,118968
80001,"Serviços de vigilância, segurança e investigação",39816,1,0,3,7,107,53,19,318,103,277,118,120,29,33,43,48,375,17,115,1,219,164,34,221,183,462,71,60,200,153,96,250,557,226,127,56,189,355,448,716,5603,1308,22,203,2686,99,547,42,283,674,452,5877,187,853,12,180,119,617,46,7190,2988,1333,1351,0,156,3,0,39405,0,0,0,411,0,0,411,39816
84001,Serviços coletivos da administração pública,659138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659138,0,0,0,0,659138,659138
84002,Serviços de previdência e assistência social,13234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13234,0,0,0,0,13234,13234
85911,Educação pública,288544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288544,0,0,0,0,288544,288544
85921,Educação privada,113271,3,1,0,1,42,109,28,3,0,22,0,0,1,0,0,0,40,0,8,0,10,28,0,0,2,0,190,64,62,1,0,28,68,3,0,0,8,131,1,2,774,944,70,15,258,1,0,0,0,59,0,1886,0,2767,174,559,60,1387,139,489,532,0,578,0,0,403,0,11951,78,0,0,101242,0,0,101320,113271
86911,Saúde pública,175278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175278,0,0,0,0,175278,175278
86921,Saúde privada,224955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,0,13,21104,0,0,0,21182,227,35091,7583,160872,0,0,203773,224955
90801,"Serviços de artes, cultura, esporte e recreação",33796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,2427,404,0,0,0,0,0,69,0,21,0,703,83,0,67,0,807,1368,0,5966,1753,0,7742,18335,0,0,27830,33796
94801,"Organizações patronais, sindicais e outros serviços associativos",83334,104,29,14,35,458,178,52,183,63,197,123,13,43,103,53,53,120,32,127,47,98,49,44,99,156,155,96,45,194,88,89,189,208,115,65,105,0,0,0,0,132,51,3,7,1021,10,34,5,13,65,44,66,9,68,27,15,19,61,20,0,0,0,0,0,0,10,0,5502,0,0,44348,33484,0,0,77832,83334
94802,"Manutenção de computadores, telefones e objetos domésticos",26429,0,0,5,0,73,0,2,0,0,2,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,2,19,3,28,278,57,17,2,0,0,4,3,747,0,153,3155,393,3,1,170,46,121,47,162,3979,1262,1695,118,458,51,89,83,1055,17,704,79,534,337,737,17,164,0,16898,0,0,0,9531,0,0,9531,26429
94803,Serviços pessoais,42366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,12,0,0,0,0,555,3,0,0,260,0,9,0,2,34,0,1187,1343,0,226,0,3702,0,0,0,38664,0,0,38664,42366
97001,Serviços domésticos,61996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61996,0,0,61996,61996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,10226869,115679,55512,6546,8674,71054,23165,9023,202771,38436,184574,48354,10277,25618,28682,22354,14445,45941,8935,261998,32378,76539,40201,24870,25811,55261,52945,63596,34262,46294,34456,41334,58711,91823,39940,25551,31202,25706,143571,20306,269362,349750,161075,8301,17587,41741,9409,92113,8819,19105,80120,30713,181759,37510,50851,19584,55317,11479,48267,5456,183915,45076,26975,50333,71822,13032,56266,0,4092532,767032,1181278,87323,3185733,934157,-21186,6134337,10226869
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Contas Nacionais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
