Tabela 13 - Matriz de participação setorial na produção dos produtos nacionais - Matriz D - Market Share - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Código
da atividade
nível 67","Descrição da atividade
nível 67",Produtos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"01911
Arroz, trigo e outros cereais","01912
Milho em grão","01913
Algodão herbáceo, outras fibras da lavoura temporária","01914
Cana-de-açúcar","01915
Soja  em grão","01916
Outros produtos e serviços da lavoura temporária","01917
Laranja","01918
Café em grão","01919
Outros produtos da lavoura permanente","01921
Bovinos e outros animais vivos, produtos animal, caça e serviços","01922
Leite de vaca e de outros animais","01923
Suínos","01924
Aves e ovos","02801
Produtos da exploração florestal e da silvicultura","02802
Pesca e aquicultura (peixe, crustáceos e moluscos)","05801
Carvão mineral","05802
Minerais não metálicos","06801
Petróleo, gás natural e serviços de apoio","07911
Minério de ferro","07921
Minerais metálicos não ferrosos","10911
Carne de bovinos e outros produtos de carne","10912
Carne de suíno","10913
Carne de aves","10914
Pescado industrializado","10915
Leite resfriado, esterilizado e pasteurizado","10916
Outros produtos do laticínio","10921
Açúcar","10931
Conservas de frutas, legumes, outros vegetais e sucos de frutas","10932
Óleos e gorduras vegetais e animais","10933
Café beneficiado","10934
Arroz beneficiado e produtos derivados do arroz","10935
Produtos derivados do trigo, mandioca ou milho","10936
Rações balanceadas para animais","10937
Outros produtos alimentares","11001
Bebidas","12001
Produtos do fumo","13001
Fios e fibras têxteis beneficiadas","13002
Tecidos","13003
Artigos têxteis de uso doméstico e outros têxteis","14001
Artigos do vestuário e acessórios","15001
Calçados e artefatos de couro","16001
Produtos de madeira, exclusive móveis","17001
Celulose","17002
Papel, papelão, embalagens e artefatos de papel","18001
Serviços de impressão e reprodução","19911
Combustíveis para aviação","19912
Gasoálcool","19913
Naftas para petroquímica","19914
Óleo combustível  ","19915
Diesel - biodiesel","19916
Outros produtos do refino do petróleo","19921
Etanol e outros biocombustíveis","20911
Produtos químicos inorgânicos","20912
Adubos e fertilizantes","20913
Produtos químicos orgânicos","20914
Resinas,elastômeros e fibras artificiais e sintéticas","20921
Defensivos agrícolas e desinfestantes domissanitários","20922
Produtos químicos diversos ","20923
Tintas, vernizes, esmaltes e lacas","20931
Perfumaria, sabões e artigos de limpeza","21001
Produtos farmacêuticos","22001
Artigos de borracha","22002
Artigos de plástico","23001
Cimento","23002
Artefatos de cimento, gesso e semelhantes","23003
Vidros, cerâmicos e outros produtos de minerais não metálicos","24911
Ferro gusa e ferroligas","24912
Semi acabados, laminados planos, longos e tubos de aço","24921
Produtos da metalurgia de metais não ferrosos","24922
Peças fundidas de aço e de metais não ferrosos","25001
Produtos de metal, exclusive máquinas e equipamentos","26001
Componentes eletrônicos","26002
Máquinas para escritório e equipamentos de informática","26003
Material eletrônico e equipamentos de comunicações","26004
Equipamentos de medida, teste e controle, ópticos e eletromédicos","27001
Máquinas, aparelhos e materiais elétricos","27002
Eletrodomésticos","28001
Tratores e outras máquinas agrícolas","28002
Máquinas para a extração mineral e a construção","28003
Outras máquinas e equipamentos mecânicos","29911
Automóveis, camionetas e utilitários","29912
Caminhões e ônibus, inclusive cabines, carrocerias e reboques","29921
Peças e acessórios para veículos automotores","30001
Aeronaves, embarcações e outros equipamentos de transporte","31801
Móveis","31802
Produtos de industrias diversas","33001
Manutenção, reparação e instalação de máquinas e equipamentos","35001
Eletricidade, gás e outras utilidades","36801
Água, esgoto, reciclagem e gestão de resíduos","41801
Edificações","41802
Obras de infraestrutura","41803
Serviços especializados para construção","45801
Comércio por atacado e varejo","49001
Transporte terrestre de carga","49002
Transporte terrestre de passageiros","50001
Transporte aquaviário","51001
Transporte aéreo","52801
Armazenamento e serviços auxiliares aos transportes","52802
Correio e outros serviços de entrega","55001
Serviços de alojamento em hotéis e similares","56001
Serviços  de alimentação","58001
Livros, jornais e revistas","59801
Serviços cinematográficos, música, rádio e televisão","61001
Telecomunicações, TV por assinatura e outros serviços relacionados","62801
Desenvolvimento de sistemas e outros serviços de informação","64801
Intermediação financeira, seguros e previdência complementar","68001
Aluguel efetivo e serviços imobiliários","68002
Aluguel imputado","69801
Serviços jurídicos, contabilidade e consultoria","71801
Pesquisa e desenvolvimento","71802
Serviços de arquitetura e engenharia","73801
Publicidade e outros serviços técnicos","77001
Aluguéis não imobiliário e gestão de ativos de propriedade intelectual","78801
Condomínios e serviços para edifícios","78802
Outros serviços administrativos","80001
Serviços de vigilância, segurança e investigação","84001
Serviços coletivos da administração pública","84002
Serviços de previdência e assistência social","85911
Educação pública","85921
Educação privada","86911
Saúde pública","86921
Saúde privada","90801
Serviços de artes, cultura, esporte e recreação","94801
Organizações patronais, sindicais e outros serviços associativos","94802
Manutenção de computadores, telefones e objetos domésticos","94803
Serviços pessoais","97001
Serviços domésticos"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0191,"Agricultura, inclusive o apoio à agricultura e a pós-colheita",0.956052917723813,0.939883236030025,0.9986581683998658,0.9947916666666666,0.9742145278006779,0.9562102207168646,0.9908381404818459,0.9580197050364114,0.9639682239455267,0.0670984675302684,0.09792754311026736,0.05842044134727062,0.019329470198675498,0.045726475907805035,0.02927101611102249,0,0.00278991419697847,0,0,0,0.0008413626839469618,0.0018655427347474608,0,0,0,0.0028065251710226277,0.004168531781557744,0.002264340825226434,0.00018038997031765035,0.006362672322375398,0.04138851802403204,0.054738946378174974,0,0.00013138214011399927,0.002160627988442558,0.007219977478969332,0.1453551912568306,0,0,0,0,0.0006498967810994724,0,0,0,0,0,0,0,0,0,0.00037434064999149224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001205283569607176,2.208431792584086e-05,0.010171437371806988,0,0,0,0,0,0,0,0.0010676302714244651,0,0,0,0,0,0,0.00017315135465471583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0192,"Pecuária, inclusive o apoio à pecuária",0.029086625588981514,0.054745621351125935,0.0012300123001230013,0.005186631944444444,0.025400751122103143,0.03815089142814605,0.009161859518154056,0.0321889725231014,0.0246358993758275,0.9279626337030452,0.8993830090175605,0.9415795586527294,0.9801324503311258,0.05217270324166396,0.03644919444887542,0,0.013633731641838185,0,0,0,0.003033759677693372,0.003109237891245768,0.00045378913931326575,0,0,0.024776355025434134,0.0013988361683079677,0.001132170412613217,4.919726463208646e-05,0.0027394839165782964,0.0022251891410769915,0.020960724365004704,0,0.00014148845858430692,0.0028765757242578435,0.004106776180698152,0.034316939890710385,0,0,0,0,0.0005352091138466243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002189188524388544,4.416863585168172e-05,0.019355832300788935,0,0,0,0,0,0,0,0.004311583788444955,0,0,0,0,0,0,9.676105113057649e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0280,Produção florestal; pesca e aquicultura,0.0007249003262051468,0.001701417848206839,0,2.170138888888889e-05,0.0003847210772190162,0.0021401719581642907,0,0.0011015237745548008,0.004634007944013618,0.0032596731860130386,0.0026498971681695933,0,0.0005380794701986755,0.9001530399295089,0.934279789440102,0,0.0011054377006895827,0,0,0,3.23601032287293e-05,6.909417536101706e-05,0,0.0016818837097549255,0,8.770391159445712e-05,8.393017009847807e-05,0.0006709158000670916,3.279817642139097e-05,8.837044892188053e-05,0.0005192107995846313,0.00834901222953904,0,3.031895541092291e-05,8.949346697691069e-05,6.623832549513148e-05,0.0006557377049180328,0,0,0,0,0.0001529168896704641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015305188185487948,0,0.0013720589985369372,0,0,0,0,0,0,0,0.0004927524329651378,0,0,0,0,0,0,4.074149521287431e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0580,Extração de carvão mineral e de minerais não metálicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9780701754385965,0.9098278675580355,0,0,0.0009038867128653209,0,0,0,0,0,0,0.0008952551477170994,0,0,0,0,0,0.0004516031913292187,0.0007478675668027651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019865839364822897,0,0.004875545291249679,0.0026890844059212072,0,0.0001989484155179764,0,0.0017619028550834902,0,0,0,0,0,0.006775315876213148,0.001572131893591494,0.007774914089347079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.653783399099714e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002750050926869016,0,0,9.86679822397632e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0680,"Extração de petróleo e gás, inclusive as atividades de apoio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9959723678529575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010535516809811076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60559588481323e-05,0,0,0,0,0,0,0,0,0,0,0.06179928299581134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002357914035445101,0,0,0.001085347804637395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0791,"Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9877106007939673,0.03235914432057849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426245683275777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
