Tabela 13 - Matriz de participação setorial na produção dos produtos nacionais - Matriz D - Market Share - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128
0792,"Extração de minerais metálicos não ferrosos, inclusive beneficiamentos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031583934305416646,0,0,0.9279903585417294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011868103669489352,0,0,0,0,0.005606054538902014,0,0,0,0,0,0,0,0.00010738831615120275,0,0,0.007646336801014146,0,0,0,0,0,0,0,0,0,0,0.0007812124417095332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003157375431672422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,"Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9783025507851371,0.9640710288122711,0.9208327030706398,0.9963959634790965,0.8554689490040247,0.9557095246447992,0.0008113249776186214,0.017737336464273733,0.010347824660948851,0.005567338282078473,0.0008900756564307966,0.00661453433678269,0.05906969742586181,0.02427537696567894,0.0014191106906338694,0,0,0,0,0,0.0007108583614714769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012413406478997318,0,0,0,0.00045037667867671145,0.00036849503896493836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003124849766838133,0,0,0,0,0,0,0,0,0,0,0,0,0.0007743460970256624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016805866775310653,0,0,0.00538727183029107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,Fabricação e refino de açúcar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8077159803043867,0,0,0.001325556733828208,0,0.004380291627469426,0,0.00028297691716861384,0.0005369608018614641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3063127445975838,0,0,0.000546014097091234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004446901591269651,0,0,0,0,0,0,0,0,0,0,0,0,0.0004358710284627639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004176003259319617,0,0,0.000651208682782437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,Outros produtos alimentares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008422382481444438,0,0,0,0.007216303020006634,0.030885096386374628,0.03276735743457873,0.0019221528111484864,0.0050435580009170105,0.01661989124714962,0.011106759176365263,0.9425109023817511,0.9023434297053083,0.9701307882644044,0.9015724669930277,0.8645049388523048,0.92596718350143,0.744481950115212,0.032051445958730725,0,0,0,0,0,0,0.00022937533450569615,0,0,0,0,0,0,0,0,0,0.06765356474391697,0.0008660508083140878,0.005795890661305903,0.021939839174029585,0,0,0.05165578825131142,0,0.0022822468048544734,0.0025412551870556827,0,0.0003411991101527207,0.0005493499359091741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008172684005576655,0,0,0,0,0,0,0,0,0,0,0,0,0.004098344847271563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003625993073945814,0,0,0.00388751850024667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,Fabricação de bebidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016786034019695615,0.02549480040254948,0,0,0,0.0018226716839134524,0,0.0016271172737195294,0.9409598813572323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002126935511315297,0,0,0,0,0,0.0007207784407159732,0,0,0,0,0,0,0,0,0,0,0,0,0.0017857520235000739,0,0,0,0,0,0,0,0,0.0020311523484447865,0,0,0,0,0,0,0,0,0,0,0,0,0.0012420395678319467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010287227541250763,0,0,0.000710409472126295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,Fabricação de produtos do fumo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9882095780618666,0,0,0,0,0,0,0,0.00022747156605424322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001442238353925292,0,0,0,0,0,0,0,0,0,0,0,0,6.268056825238861e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.564880831126502e-05,0,0,0.0013418845584607796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,Fabricação de produtos têxteis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.281023226464093e-05,0,0,0,0,0,0,0,0.00011479361747486839,0,0,0,0,0,0,0,0.8122404371584699,0.9677054161949592,0.9126292500112883,0.006249899064937582,0.0007362461600954581,0.0005734383362642404,0,8.748906386701662e-05,0.0004765939419614488,0,0,0,0,0,0,0,0,0,0,0.015574818814835868,0,0.003603892203579866,0,0,1.6083893588960014e-05,0.0008188666885031117,0.00420357303708152,0,0,0.0006228522336769759,0,0.00010629879409923584,0,0,0.0006234282212219193,0,0,0,0,0.0004439551072595539,0,0.00046869141357330335,0,0.0009855295418489496,0,0.00026358178357006884,0.0007938226167280075,0,0.0028659377985351875,0.004546152664721241,0,0,0,0,0,0,0.0001899703376264701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018282745976777347,0,0,0.0005328071040947213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,Confecção de artefatos do vestuário e acessórios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024043715846994535,0.013406423166299232,0.004966812660857001,0.9724164661423427,0.004163598974332936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010918371524887063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.614922359501947e-05,0,0,0,0,0,0.004146828444171402,0,0,0,0,0,0,0.00027097291813724925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035648808311265025,0,0,0.001302417365564874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,Fabricação de calçados e de artefatos de couro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001893066038880664,0,0,0,0,0,0,0,0.00011479361747486839,0,0,0,0,0.00010106318470307637,0,0,0,0.0006554251325746291,0.001941572221971373,0.00245474071801166,0.9815430704003656,0,0,0,0.0010061427663630588,0,0,0,0,0,0,0.0028586013272077593,0,0,0.0001985505807604487,0.000881057268722467,0,0.002923157009570336,0,0,0,0.0020881100556829346,0.0007506380423359856,0,0,0,0,0,0,0,0.00025359792049705195,0,0,0,0,0,0,0,0,6.009326474688717e-05,0,0,0.000692790647326261,0,0,0.001351558900322531,0,0,0,0,0,0,0.0003413680178668549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012731717254023224,0,0,0.004104588061174149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,Fabricação de produtos da madeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01023391812865497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973621836531845,0.0003728560775540641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012965566185803388,0,0.0004964627032394191,0.0001288659793814433,0,0.00020078661107633433,0,0,0.00041209662080770936,0,0,0,0,0,0,0,0,0.00013220518244315177,0,0,0,0,0.002600573187559707,0.0002457379818768238,0,0,0,0,0,0,6.750215042564928e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358015889183133,0,0,0.0007696102614701529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,"Fabricação de celulose, papel e produtos de papel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032337723424270934,0,0,0,0,0,0,0.001941572221971373,0,0.0002031023889918505,0.004740423579784387,0.9996271439224459,0.965511811023622,0.0161512391442491,0,0,0,0,0,0,0,0.00022453169104439313,0,0,0,0,0.00032034597365154365,0,0.0014498979701428418,0,0,0.0068103342386483055,0,0,0,0,0,0.0004225607179507817,0,0.00014793212028994695,0,0,0,0,0,0,0,0,0.006562184510360079,0,0,0,0,0,0.00288742128705268,0,0,0,0,0,0,0.00017743422397599237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008107557547361989,0,0,0.003946719289590528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,Impressão e reprodução de gravações,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007279090113735783,0.9268163524676976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007431968900068603,0,0,0,0.0009417095440215091,0,0,0,0,0,0,0,0,0.025925925925925925,0,0.000506294156905162,0,0,0,0,0,0.0001802797942406615,0,0,0,0,0,0.007679311933650745,0,0,0,0,0,0,5.9787618948432216e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005031574658789978,0,0,0.0006117414898865318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Refino de petróleo e coquerias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028989082834762227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.9973815613201803,1,0.9529841801699191,0,0.002405696689761355,0,0.0011664846619676363,0,0,0.009249989989188323,0.00040018294077292474,0.00016109977446031575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1214961562346914e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012528009777958852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Fabricação de biocombustíveis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1736515219337511,0,0.006231653520064284,0,0,0.0004409689557855127,0,0.0001617010955249222,0.0011506302897031375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6099710736770461,0,0,0.00032264469373572915,0,0,0,0,0.001288798195682526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010936974183933465,0,0,0,0,0,0,0,0,0,0,0,0,5.014445460191089e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004125076390303524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,"Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015265568247618044,0.00011718990933201751,0,0.0010846640554383852,0.0004206813419734809,0,0,0,0,0,0,0,0.0013775234096984207,0,0,0.0012935089369708374,0.0009634201415023333,0.0007680802037433803,0,0,0.004153005464480874,0,0.015126202194428139,0,0,0,0,0,0,0,0,0,0,0,0.014488818843410833,0.00032329419771992513,0.8943418013856813,0.974675612876276,0.9075002481882259,0.8941026005400028,0.007597817719315862,0.09546310014816001,0.014692430825520238,0.021641069702502416,0.0026377585485894426,0.00036849000982640024,0.0075746202453904,0,0,0.0013316151202749141,0.005910064239828694,0,0.007404873533613699,0,0,0,0,0,0,0.00014206563432305724,0,0,0,0.0038820249026489113,0,0,0.00017319766183156526,0,7.960938329264409e-05,0.0007064966978958685,0,0,0,0,0,0,0.0010877489382876055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011652067630882054,0,0,0.00814997533300444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
