Tabela 11 - Matriz dos coeficientes técnicos dos insumos nacionais - Matriz Bn - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68
24921,Produtos da metalurgia de metais não ferrosos,0,0,0,0,0,0,0.0003726013786251009,0.0009482832937562207,0,0.0013110714454957588,0,0,0,0,0,0,0.002203218940214347,0.009705746418117393,0,0,0.00012368328832635896,0.0019467268138123623,0,0.0001379976540398813,0.0005732868114380603,0.0006698746217999531,0.01160524450744153,0.13013890346733845,0.020927149415464176,0.0013144151439401942,0.06305730714742076,0.006382731809214344,0.002362645616814389,0.02801537654084571,0.015564049789277664,0.02245802437569249,0.003634325968619917,4.21855165616503e-05,0.0011138515395019493,0.0025588795333919548,1.4535372282680287e-05,3.004311186552703e-05,0,0,0,0,0,0,0,0,0,0,4.213002057044048e-05,0,1.4115521427361527e-05,0,0,0,0,9.727356104610767e-06,6.471779804163943e-06,0,0,0,0,0,0
24922,Peças fundidas de aço e de metais não ferrosos,0,0,0,0,0,0,0.004719617462584612,0,0,0,0,0,2.1537798836958863e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010532325379951177,0.004530982120989469,0,0,0.010597516597683269,0.004832639798405146,0,0.020667546136715037,0.00047044986768597473,0,0.014713416586615433,0,0,0.0002862529020667143,0.0003706519932083473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25001,"Produtos de metal, exclusive máquinas e equipamentos",0.0010701549623182596,0.003495891050810842,0.0014501249575761316,0.0025845031166066993,0.008064703693366825,0.009497090212878888,0.013413649630503633,0.009580796087743634,0.0013106977905380103,0.009035335744862337,0.05496834283920255,0.0010607265977194379,0.001249192332543614,0.0011092623405435386,0.0011930801352157488,0.008424853317285994,0.0012447564633979362,0.0009243568017254661,0.0008758561024671286,0.0012371326532994095,0.002686675874200353,0.011210461307126362,0.024360716491661518,0.0025529565997378044,0.0011959948997242293,0.001741674016679878,0.025228364438144735,0.002204261572373255,0.07658679288696052,0.009541245643065873,0.028167449095808216,0.040609094978365026,0.01718722259399369,0.023589656297431098,0.05521905321964128,0.013736185687093384,0.03941722702529619,0.009227122986120965,0.007876521600763783,0.03310570165172669,0.0010074829913432773,0.00012317675864866083,4.9800796812749006e-05,0,5.2108663933856735e-05,0.0020008336807002917,0.002501946953353683,0,0.000184314809694959,0.00011177416650625004,1.5931558026717222e-05,0,0.0004524397861260347,0,0.0003528880356840382,0,0,0.0009643525404212446,0.0017769991240145163,0.000879630916316945,0.00020062517392908225,0,0.0008428455806424605,0,0,0.0005220138745792981,0
26001,Componentes eletrônicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030811893390848867,0,0,0,0,0,0,0,0,0,0,0,0.03248483141452194,0.0018750520847801329,0.00016578524179777516,5.4627644319407836e-05,0.0008511000468105026,3.920415564049789e-05,0.00012784454103809768,0.0020172910662824206,0.00018791730104735134,0,0,9.084607676675179e-06,0,0,0,0.00042555408879316333,0,0,0,0,0,0.0008125094593625784,0,0,0,1.4115521427361527e-05,0,0,0,0,8.337733803952085e-05,1.6179449510409857e-05,0,0,0,8.662758799919147e-05,0.00021979531561233602,0
26002,Máquinas para escritório e equipamentos de informática,3.233096562895044e-06,0,0,0,0.00019187831426179178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028588529380699224,0,7.460335880899882e-05,0,1.4185000780175043e-05,0.00031363324512398313,0,0.0009125840537944285,4.9855610481950354e-05,9.547298910016708e-05,0,4.814842068637845e-05,0,0,0,0.00014764121447926075,4.168403501458941e-05,0,0,0.002787761496636255,1.8629027751041673e-05,0.008085265698558991,0.00027148801537039844,1.83174002480176e-06,0.0008090787148423361,0.0021879058212410365,0.0006465288818229994,0.0004161464835622139,0.0008779926114282973,0.0003003378801151295,0.0003418470859620355,0.0010613718878828868,0.0005506061180463412,0.0002009433172392621,0.0001931013422788653,5.775172533279432e-05,0.00043959063122467204,0
26003,Material eletrônico e equipamentos de comunicações,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02485652923986903,1.3889274702075057e-05,0,5.4627644319407836e-05,0,3.920415564049789e-05,1.4204949004233075e-05,0,0,0,4.744523238674823e-06,9.084607676675179e-06,0,0,0,0,0,0,0,2.3039351211869873e-05,2.4838703668055565e-05,0,8.527508175095847e-05,0,4.790597653671727e-05,0.00023996386426514596,0,0,0.0015592764957059924,0.0007758728569640846,2.2233956810538896e-05,0,0,0,0,0.00037538621466316307,0.001208874235867848,0
26004,"Equipamentos de medida, teste e controle, ópticos e eletromédicos",0,0,0,0,0.0007442552795608894,0,0,4.3103786079828214e-05,0,0,0,0,0,0,0,0,0,0.00698402916859241,0,0,0,0,0,0,0,0,0,0,0,0.013695736365876844,0.00022222839523320092,0.0020806047845620783,0.0005053057099545225,0,0.00039204155640497893,0.00031250887809312764,0.0021773935318603905,1.1505140880450081e-05,3.1824329700055694e-05,0.0003590022583930616,3.724689147436823e-05,0,0,0,0.00011290210519002292,0,0,0,0.00034559026817804813,0,9.558934816030333e-05,0,0,0,0.00554739992095308,2.1197668256491786e-05,0,0,0,0.00011950751785664657,2.26512293145738e-05,0,5.581758812201725e-05,2.2453644451030846e-05,0,7.55546397417405e-05,0
27001,"Máquinas, aparelhos e materiais elétricos",0.00011962457282711662,0.0005911632048344013,0.0001542686125080991,0.0007601479754725587,0.000959391571308959,0.00028434401834966734,0.000807302987021052,0.0001528225142830273,0.00033287562934298674,0.00024483864343595495,0.00020930354246245618,6.629541235746487e-05,0.000624596166271807,6.52507259143258e-05,0.00017399085305229667,0.0006769971415676245,0.0005601404085290712,0.00020541262260565912,1.0713836115805854e-05,0.00016339487873765786,0.0005153470346931624,0.00018795983029912464,0.00014823965410747374,0.0001379976540398813,0.0005337497899595734,0.001228103473299914,0.00014764942121426884,0.001049648367796788,0.00029582881372645697,0.017005245924726263,0.08936359343315092,0.018037434307597938,0.005414965243161302,0.01004298055236393,0.007135156326570616,0.0029120145458677803,0.029939161063080373,0.0210659129521041,0.0026095950354045666,0.011821770403031433,0.0008067131616887559,0.002238211833981764,0.000597609561752988,2.6782366489903047e-05,0.000495032307371639,0.0010004168403501459,6.713632254079651e-05,0.0001464414722249341,0.001105888858169754,0.004321934438241668,5.576045309351028e-05,5.046892593424073e-05,0.0006923977293750652,0.0021025400813337023,0.0004375811642482073,0.00020137784843667197,0.0004380489300654883,0.0019862783668377873,0,0.00012506600705928129,0.00016826627490826253,0,3.907231168541207e-05,1.3472186670618508e-05,0.0009240276053247091,0.0023421938319939557,0
27002,Eletrodomésticos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.411982705373687e-05,0,0,0,0,0,1.0956622730609517e-05,0,0.006416844912358677,5.8024834629221305e-05,5.4627644319407836e-05,0,1.9602077820248946e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0598834128245893e-05,0,0,0,0,0,0,0,0,0,0.0013119032900611306,0
28001,Tratores e outras máquinas agrícolas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014066877766541223,0,0,0,0,0.013864873519052193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28002,Máquinas para a extração mineral e a construção,0,0,0,0.004712917447929864,0.006099404595776351,0.013458950201884253,0.0205551760541514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7470697316399e-05,0,0,0,0.011381156849417266,0,0,0,0,0.011735510726865194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.646208570944611e-05,0,0,0,0,0,0,0,0,0,0,0,0
28003,Outras máquinas e equipamentos mecânicos,3.233096562895044e-05,0.0001313696010743114,0.0001234148900064793,0.0013682663558506056,0.007535584705554005,0.020302162910166247,0.020741476743463952,0,0,0,0,0,0,0,0,0.0012787723785166241,0,0,0,0,0,0,0,0,0.00035583319330638225,2.2329154059998437e-05,0,0.00019243553409607783,0.00030678543645706646,0.00032860378598504854,0.004666796299897219,0.0655597738689302,0.007060623028283463,4.255500234052513e-05,0.009605018131921984,0,0.06147934678194044,5.7525704402250405e-05,0.0006683109237011696,0.005078221373128285,0.00044423731538941624,5.708191254450136e-05,0.003336653386454183,0,0.0009205863961648023,0.00016673614005835764,0,0,0,0.00023596768484652786,0,3.4806155816717745e-06,0,0,4.234656428208458e-05,1.0598834128245893e-05,0,0.005709350861200403,0,8.337733803952085e-05,3.2358899020819714e-05,0,0.0006139934693421897,0,5.775172533279432e-05,0,0
29911,"Automóveis, camionetas e utilitários",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007736640126736135,0,0,0,0,0,0,0,7.08599398780664e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001693862571283383,0,0,0,0,2.6402823712514937e-05,0,0,0,0,0,0,0
29912,"Caminhões e ônibus, inclusive cabines, carrocerias e reboques",0,0,0,0,0,0,0,0,0.0009362127075271502,0,0,0,0,0,0,0,0,0,0,0,0,0.00032221685194135655,0,0,0,0,0,0,0,0,0,0,0.020314655231279788,0.00038299502106472615,0,0,0,0,0,0,0.00015080448743280797,0.0011897072298748704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29921,Peças e acessórios para veículos automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19050025265285497,0.09908223044952268,0.00031363324512398313,0,0,0,0,0,0.008927443963868699,0.02241817007405627,0,0,0,0,0,0,0,0,0,0,0,0,0.0003246569928293151,0,0.002474976454870009,0,0,0.0011617242433506574,0.000686008659241378,0,0.00041863191091512933,0,0,0,0
30001,"Aeronaves, embarcações e outros equipamentos de transporte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1386454964226208,0,0.012520012808197246,0,0,0,7.631070448407151e-05,0.0032746991933424465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005502904310608377,3.2358899020819714e-06,0,0,0,0,0.000178583693935023,0
31801,Móveis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483708526603969,0,0.010454842467115543,0,0,0,1.581507746224941e-06,3.8155352242035754e-05,0,0,0,0.00013027165983464184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010144242794808372,9.06049172582952e-05,0,8.372638218302587e-05,4.9398017792267866e-05,5.775172533279432e-05,0,0
31802,Produtos de industrias diversas,1.2932386251580176e-05,7.298311170795078e-06,0.00021597605751133873,0,0.0002035073030049307,0.00030330028623964516,0.0002484009190834006,2.742968205079977e-05,8.321890733574669e-05,5.528614529198983e-05,6.540735701951755e-05,0,0.00010768899418479432,0.013718965123486998,0.003305826207993637,0.00015044380923724988,2.4895129267958725e-05,0,5.356918057902927e-06,2.334212553395112e-05,0.0003710498649790769,0.0003759196605982493,0,0.0005864900296694957,9.88425536962173e-06,0.0009936473556699304,4.9216473738089614e-05,1.74941394632798e-05,2.1913245461219034e-05,0.00015256604349305825,2.7778549404150115e-05,0.0026857209171239575,0.0013042350081258621,0.00021277501170262564,0.00013721454474174263,0.006946220063069973,0.0011367275056035863,0.00017641216016690123,0.0003500676267006126,0.0006547442069371256,0.00021167135886653168,0.0001862672935662676,0.0027390438247011954,2.6782366489903047e-05,0.0007468908497186132,0.00012505210504376823,1.3427264508159301e-05,4.881382407497803e-05,0.0007833379412035757,6.209675917013891e-06,0.00036642583461449614,0.00022275939722699357,0.0001318852817857267,0.0007611727383056189,0.0030348371068827282,0.0016640169581346052,0.005585123858334976,0.0004941707047929761,0.0002502815667626079,0.0008740724271143103,0.001799154785557576,0.00014442127686461407,0.007485138567162513,0.028529600639479794,0.0026565793653085387,0.00036403599148293153,0
33001,"Manutenção, reparação e instalação de máquinas e equipamentos",0.00019398579377370264,0.00018245777926987694,0.002591712690136065,0.034460041554755995,0.017873755698204485,0.01888044281841791,0.046078370489970814,0.003663821816785398,0.009362127075271502,0.0019705561786216375,0.004683166762597457,0.0007292495359321135,0.0031014430325220763,0.0038987308733809665,0.0036786637502485586,0.017752369489995486,0.02828086684840111,0.055255995480922304,0.00151868626941548,0.015079013094932425,0.006733867919990655,0.006766553890768487,0.00355775169857937,0.009763334023321604,0.004250229808937344,0.027308555415378088,0.06960193716040633,0.028760365277631993,0.0069684120566676526,0.0006806792709690291,0.005430706408511348,0.010386445398630614,0.0009491553200497112,0.006936465381505596,0.012780554738802312,0.009162192107730333,0.014169068203650336,0.006527249926175346,0.014145914551674755,0.003129803829779158,0.004118052659836858,0.0029622508299409654,0.06658366533864542,0.01748888531790669,0.022945181685541584,0.00025010421008753647,0.0010338993671282662,0.02709167236161281,0.003064233711178693,0.0027322574034861122,0.006117718282259413,0.0006143286501650682,0.00014837094200894255,0.0042796005706134095,0.0025407938569250747,0.001377848436671966,0.018617079527783253,0.003540757088710838,0.004980603178575898,0.0018023401239543092,0.00047243992570396786,0,0.006993943791688761,0.0022139293428716416,0.014178048569201004,0.0032625867161206125,0
35001,"Eletricidade, gás e outras utilidades",0.02170377722671443,0.030287991358799574,0.011693560828113911,0.033649217047585264,0.001738533817099265,0.020776069607415692,0.028752406383903622,0.006136411727364634,0.0011026505221986434,0.012020787590629788,0.008973889383077808,0.004044020153805357,0.030217531768253286,0.003523539199373593,0.0068850666136408825,0.030314427561305854,0.02559219288746157,0.007548913880757973,9.910298407120415e-05,0.003874792838635886,0.029883256718407507,0.009250308791149776,0.005089561457689932,0.005226661146760505,0.021102885214142393,0.04742712322343668,0.03411685959524372,0.04709422343514923,0.01293977144484984,0.001889471769414029,0.008791910886413512,0.0056118304348546895,0.0033118009368641,0.01617090088939955,0.006115848279917672,0.005511520213642433,0.0035382644892731348,0.3316817064424954,0.039716763465669505,0.0007306565787559227,0.013852209785394313,0.0031094620780820477,0.0021414342629482073,0.0007766886282071884,0.00733863683735149,0.04276781992496874,0.005787151003016659,0.00595528653714732,0.006796608607501612,0.009109594570259378,0.0033535929646239756,0.0031917244883930174,0.0006136329083085896,0.004316860774586412,0.00333126305685732,0.0014308426073131955,0.002584488687386381,0.024343904428345248,0.0018771117507195595,0.007369167060392985,0.005339218338435253,0.015796077157067163,0.00698836203287656,0.005276606445992249,0.020097600415812423,0.016903633491311215,0
36801,"Água, esgoto, reciclagem e gestão de resíduos",9.699289688685132e-06,7.298311170795078e-06,3.085372250161982e-05,0.0015202959509451174,0.0002442087636059168,0.003260478077076185,0.00403651493510526,0.0005485936410159954,0.001081845795364707,0.0011294169681077921,0.00659306158756737,6.629541235746487e-05,0.001249192332543614,0.0004241297184431177,0.0005468283953072181,0.007635023318790432,0.003161681417030758,0.00041082524521131823,0.0010767405296384883,0.0006068952638827291,0.004047192045790302,0.005410557972181945,0.002964793082149475,0.001241978886358932,0.0033804153364106315,0.005593453092029609,0.030150011811953696,0.026066267800286903,0.0017859295050893513,0.0002347169899893204,0.0007916886580182782,0.0008206369468989871,0.0005940756319735602,0.002964665163056584,0.0018425953151034009,0.0010795761243217138,0.0004322766570605187,0.00030296870985185213,0.014384597024425173,0.0004238440759882842,0.0036056807868723784,0.0007660993525709393,0.00044820717131474104,0.0001606941989394183,0.005801431251302717,0.013255523134639433,0.004726397106872074,0.001464414722249341,0.0011289282093816238,0.00025459671259756955,0.0007248858902156336,0.0008614523564637642,0.0006337820485814089,0.002523048097600443,0.0008610468070690532,0.0002755696873343932,0.000898000306634251,0.01874970013913544,0.000725816543611563,0.01368500041688669,0.0041613544140774155,0.0018594239396319064,0.009070358069827802,0.007966553051225744,0.0026277035026421413,0.011154612267326053,0
41801,Edificações,6.789502782079592e-05,0.0002700375133194179,9.256116750485947e-05,5.067653169817058e-05,0.002296725276769932,0.003696472238545675,0.002111407812208905,0,0,2.369406226799564e-05,0,0,0,0,0,0,9.95805170718349e-05,0,0,0.0005835531383487781,0.00044663409673407405,0,0,0,0,4.4658308119996875e-05,0.00015749271596188677,0.000174941394632798,0.000317742059187676,0.0007745660669647573,4.1667824106225175e-05,0.00038959531822477163,0.0014203187523046037,0.00015603500858192546,0.004077232186611781,0.00015625443904656382,0,0,0,0.04697552458611942,0.0008893830915465,5.407760135794866e-05,0.000249003984063745,5.3564732979806093e-05,0.002362259431668172,0.008920383493122134,0,0.00039051059259982425,0.0047230669984333245,1.2419351834027782e-05,0.00602212893409911,0.0005534178774858122,0.0009341874126488975,0.00026082142781101627,0.001905595392693806,0,0.0035481963335304554,0.008751139471285323,0,0.004320335732747839,0.0030190852786424797,0.002987715165136704,0.008735452541095699,0,0.0002598827639975744,0.001703413695995604,0
41802,Obras de infraestrutura,0,0,0,0,0.006925062796539213,0.017250203779879816,0.009066633546544122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007382471060713442,0.0006647772996046324,0,0,0,0,0,0,0,0,0,0,0.06702203834831728,0.012065322595950076,0,0.000709017440026438,0,0,0.002761759188494407,0,0,0,0,0.005657014760399655,0,0,0,0,0,0,0,0,0,0.010540285150496095,6.471779804163943e-06,0,0,0,0,0.0006387801359983515,0
41803,Serviços especializados para construção,0.00022631675940265307,0.0010801500532776715,0.0002468297800129586,0.00015202959509451173,0.0017792352777002511,0.00020851894678975604,0.009066633546544122,0,8.321890733574669e-05,3.949010377999273e-06,0,0,0.0004953693732500539,0,0,0,0.000136923210973773,0.0009243568017254661,5.89260986369322e-05,0,0,2.685140432844638e-05,0,0,0,0.000256785271689982,0.00017717930545712261,0.02620622091599314,0.00023008907734279986,0,0.0001250034723186755,0.00022381007642699647,0,0.00012766500702157538,0,4.2614847012699225e-05,0,0,0,0.03659925226313759,4.9965342221713485e-05,2.703880067897433e-05,0,0,0.006426735218508998,0.0016673614005835765,0.0017007868377001782,0,0,0.02454684889995591,0,0.0024294696760068985,0.0020423901276539623,0.0011071603466263546,0.00886454745638304,3.179650238473768e-05,4.380489300654883e-05,0.003761454685026148,0.00022525341008634714,0.0025179956087935298,0.0008089724755204929,0,0.010555105913873462,0,0.0028875862666397157,7.55546397417405e-05,0
45801,Comércio por atacado e varejo,0.0544097820569607,0.06528339342276197,0.027274690691431923,0.037906045710231595,0.017972602102521166,0.044755748488237636,0.06247283114947525,0.08168951167328897,0.016851828735488704,0.08518015385344432,0.0566296897074983,0.05051710421638823,0.09127719147103167,0.09812077909366741,0.08985384768343607,0.07841883556491651,0.08988386422196497,0.0823704616648693,0.007743425052698681,0.027356971125790715,0.06223330790954629,0.07820471510660007,0.0830389129092032,0.07332850341544193,0.09084619110219332,0.08237224932733424,0.06736750925269706,0.11861026556103706,0.06926776890291336,0.09509558849417316,0.10660018333842607,0.1117806992821499,0.10172350217827732,0.09299686511482758,0.08344604528079977,0.09626693940168755,0.09005763688760807,0.016218413594474464,0.025936828705545388,0.053831360666004545,0.025409647671660474,0.05831368013098797,0.01299800796812749,0.017167496920027853,0.009657472382408116,0.026094205919132973,0.06440163633596806,0.08171434150151323,0.02200258040733573,0.02359055880873577,0.012896596222627591,0.004512618101637456,0.00300771712072449,0.009671684374135032,0.021102704533905482,0.035463698993110755,0.034802987493703044,0.015376865134577556,0.008910023776748842,0.006981462438509213,0.0132283179197111,0.009685251879733181,0.030119170550640506,0.05652929526991526,0.01443793133319858,0.02022116903633491,0
49001,Transporte terrestre de carga,0.0184609813741307,0.017523245121078983,0.015087470303292091,0.04216287437287792,0.02877011815052563,0.03827270486986522,0.050549587033472024,0.04668923737646847,0.06568052261473807,0.07568673290473407,0.04628224582701062,0.011270220100769026,0.027180702132242086,0.018417017389318457,0.030846092662557167,0.02388295471641342,0.04090269738725618,0.01858984234581215,0.011005788149961565,0.04943862188090847,0.037448551187703134,0.02938886203748456,0.041581222977146386,0.043107017180707925,0.029069595042057507,0.03913184249014726,0.07273210489014884,0.029285189461530386,0.03192759863699613,0.02240373669448063,0.02470901969499153,0.019811336394834133,0.028153722191114814,0.02312155127168532,0.018719984318337744,0.023637035143043838,0.009382004482869036,0.016621093525290218,0.006444426764261278,0.009000360583766139,0.03285539212346345,0.09632122095206622,0.008117529880478088,0.006829503454925277,0.03783089001597999,0.00992080033347228,0.017558386221836312,0.01903739138924143,0.0038245323011703992,0.0016207254143406256,0.0017923002780056876,0.0011294597562524907,0.0003113958042162992,0.003188408882832627,0.005448591270961549,0.0017700052994170641,0.00827912477823773,0.0017847718658542437,0.0025028156676260792,0.0027236597092910146,0.0019188827119346091,0.0005325534584382644,0.004314699561831933,0.0036734162321886464,0.0028587104039733188,0.004189848203860155,0
49002,Transporte terrestre de passageiros,1.616548281447522e-05,2.1894933512385235e-05,0.0006170744500323964,0.0006587949120762175,0.002256023816168946,0.005516273955983546,0.007514127802272869,0.00028997092453702616,0.0007073607123538468,0.00046598322460391424,0.00018314059965464916,0,4.3075597673917726e-05,0.0020553978663012625,0.0001491350169019686,0.019632917105461112,1.2447564633979362e-05,0,0,0.0013771854065031163,0.0011612486515085927,0.0018124697921701304,0.0003705991352686844,0.0019319671565583385,0.001858240009488885,0.0032153981846397748,0.0006988739270808725,0.00022742381302263742,0.0034403795374113883,3.520754849839806e-05,0.0007500208339120531,0.0038876639201578275,0,0.003305105181780785,3.920415564049789e-05,0.00012784454103809768,0.0011527377521613833,0,0.00011138515395019492,0.00010437951125084611,4.269765608037334e-05,0.00042661218849048384,0,0,0.0003300215382477593,0.0007919966652771988,0.00024169076114686743,0,0.002211777716339508,9.314513875520836e-05,0.0012187641890438676,0.0005273132606232738,3.6634800496035196e-05,3.726020397300232e-05,0.009429168313477499,0.00036036036036036037,0.0004380489300654883,0.0009211725759247709,0.0006757602302590414,0.002793140824323949,0.005960509199634992,0.008457671026383963,0.004588205743629818,0,0.0003176344893303687,0.012493989971838725,0
50001,Transporte aquaviário,4.849644844342566e-05,8.028142287874585e-05,0,0.0002533826584908529,0.028188668713368687,7.582507155991129e-05,0.0014283052847295535,0.0048942389830641305,0.0016019639662131237,0.001950811126731641,0.0001438961854429386,6.629541235746487e-05,0.00021537798836958864,0.00024469022217872175,0.00017399085305229667,0.005378366180231684,0.015509665533938285,0.0009757099573768808,0.0032382569660023195,0.00037347400854321794,0.005284024929053892,0.00041619676709091886,0.00118591723285979,6.899882701994065e-05,0.00048432851311146474,0.001529547053109893,0.004449169225923301,0.002816556453588048,0.00048209140014681876,0.0005281132274759709,0.0006111280868913025,0.0019728443773935245,0.00132472037474564,0.000992950054612253,0.0030775262177790844,2.840989800846615e-05,0.0001601024655779699,0.0002569481463300518,3.1824329700055694e-05,7.274935632634728e-05,0.0009956730013635996,0.0020219014285499694,0.051593625498007965,0.0004017354973485457,0.000495032307371639,4.168403501458941e-05,0.00023721500631081432,4.881382407497803e-05,4.607870242373975e-05,6.209675917013891e-06,9.558934816030333e-05,3.4806155816717745e-06,0,1.0645772563714949e-05,2.8231042854723054e-05,2.1197668256491786e-05,6.570733950982325e-05,0.0010171280525836013,2.5028156676260793e-05,1.1116978405269448e-05,1.2943559608327886e-05,0,5.581758812201725e-06,0,2.887586266639716e-05,2.0605810838656502e-05,0
51001,Transporte aéreo,3.233096562895044e-06,0,9.256116750485947e-05,0.00015202959509451173,0.008838031444785562,0.00015165014311982258,0.0014904055145004036,0.00085423866958205,0.00010402363416968335,0.0007305669199298656,0.0004970959133483334,0.0013259082471492973,0.0005384449709239715,0.00044044239992169915,0.0008948101014118115,0.0012411614262073116,0.0009709100414503903,0.0007702973347712217,9.106760698434976e-05,7.002637660185336e-05,0.0012780606460390427,0.0028193974544868695,0.00022235948116121064,0.0017939695025184573,0.0003360646825671388,0.0011499514340899196,0.0006496574533427829,0.000174941394632798,0.0004492215319549902,0.0023354340503937377,0.0018056057112697576,0.0013594389827417564,0.0011403520751676387,0.0006950650382285771,0.0008624914240909536,0.00041194352112275916,0.0008485430675632405,0.0017602865547088624,0.0005569257697509747,0.001712772889161611,0.002381984132824232,0.0004927070345946433,0.0032868525896414345,0.00024104129840912743,0.0045334537622455364,0.002334305960817007,0.00017903019344212403,0.0007810211851996485,0.0028338401990599944,0.0009873384708052088,0.00407051307582625,0.003809533754139757,8.609178116568272e-05,0.0037952179189643795,0.0036559200496866355,0.004440911499735029,0.0014893663622226603,0.0011658590414047882,0.0004755349768489551,0.0013187515633250881,0.0008672184937579683,0.014126206143320065,0.0020596690017024365,0,0.001992434523981404,0.045147331547496394,0
52801,Armazenamento e serviços auxiliares aos transportes,0.002731966595646312,0.000372213869710549,0.005615377495294807,0.0012162367607560939,0.019868127267652805,0.04141944533960154,0.03254052039992548,0.010952280190283622,0.03353721965630591,0.013714913042791476,0.028033593218565224,0.0017236807212940865,0.0022183932802067627,0.00011418877035007015,0.001814476038973951,0.0074093576049345565,0.012708963491292928,0.007548913880757973,0.0019740243043372286,0.019023832310170165,0.006307847704644307,0.005504537887331507,0.009833230389129092,0.009746084316566619,0.0017989344772711548,0.0028023088345298037,0.025297267501378062,0.002274238130226374,0.009707567739320033,0.007123660646175874,0.01216700463901775,0.002461910840696961,0.024288816355516708,0.00669532036824262,0.009526609820640988,0.003210318474956675,0.003490233749599744,0.0003221439446526023,0.00014320948365025062,0.0004791968471061571,0.010290135115369975,0.02202760961980442,0.12415338645418326,0.09355080614923135,0.027400472451886333,8.336807002917882e-05,0.0001387483999176461,0.0009762764814995607,0.0009215740484747949,0.0006954837027055558,0.0001354182432270964,0.0003532824815396851,1.83174002480176e-06,0.0003246960631933059,0.001157472757043645,0.0019289878113407525,0.0005913660555884093,0.0006524972412800461,0.0008009010136403454,0.002169200411328201,0.0003688914488373448,0,0.0009433172392620915,0,5.775172533279432e-05,0.006889209423724157,0
