Tabela 11 - Matriz dos coeficientes técnicos dos insumos nacionais - Matriz Bn - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68
13001,Fios e fibras têxteis beneficiadas,0.0002457153387800233,1.4596622341590156e-05,0,0,0,0,0,0,0,0,0,0,0.10150764591858712,0.060438484878144266,0.0009693776098627958,0,0,0,0,0,0,0,0,0.001552473607948665,0.00042502298089373434,0,0,0,0.00015339271822853323,0,0,0,0,0,1.9602077820248946e-05,0.0008238870422455183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8231042854723054e-05,0,0,0,0,0,0,0,0,0,0,0,0
13002,Tecidos,0.0006239876366387435,0,0,0.0036993868139664522,0,0,6.210022977085015e-05,0,0.0005409228976823535,0.00030802280948394334,0,0,0.04604781391341805,0.15293138886170107,0.049438258103002584,0,0,0,0,0,0,0.0001208313194780087,0,0.0002414958945697923,0.00010872680906583903,4.4658308119996875e-05,0,0,0.00029582881372645697,0,2.7778549404150115e-05,0,0,0.014624735804360469,0.0008624914240909536,0.012329895735674308,0,0,0,0,2.725382303002554e-06,0,0,0,0,0,0,0,0.00011519675605934936,0,0,0,0,0,0,0,0,0,0,2.779244601317362e-06,0,0,0,0,0,0.000178583693935023,0
13003,Artigos têxteis de uso doméstico e outros têxteis,0.0008406051063527115,3.649155585397539e-05,3.085372250161982e-05,0.004307505194344499,0.0005640059540422365,0,0.0003726013786251009,0,0.0013523072442058837,0.0005015243180059077,0,0,0.0526168425586905,0.007047078398747186,0.02130145158083118,0,0.0012945467219338536,0,0,0,0,0.00026851404328446377,0,1.7249706754985164e-05,0.0037955540619347443,0.00011164577029999219,0,0,2.1913245461219034e-05,0,5.555709880830023e-05,4.144631044944379e-05,1.3656911079851959e-05,0,0.0011173184357541898,0.00475865791641808,1.601024655779699e-05,9.971122096390071e-05,0.00014320948365025062,0.000804987442828495,7.631070448407151e-05,9.91422691562392e-05,0.0006474103585657371,0,0,0.011546477699041267,0.0006892662447521774,0,0,0,0,0,0,0,2.8231042854723054e-05,0,0,3.358441683059061e-05,0,4.446791362107779e-05,0.00014237915569160676,0,0.00010047165861963105,5.388874668247403e-05,0,0.00357167387870046,0
14001,Artigos do vestuário e acessórios,6.466193125790088e-06,1.4596622341590156e-05,0.00040109839252105766,0.0002533826584908529,0.0007326262908177505,0,0,3.134820805805688e-05,0,3.554109340199346e-05,0,0,0.00019384018953262977,0.04065120224462497,0,0,0,0,0,0,0,0.0001208313194780087,0,0,0,0.00022329154059998437,5.9059768485707536e-05,0,0.0008107900820651042,0,2.7778549404150115e-05,1.6578524179777515e-05,0,0,0,0,1.601024655779699e-05,0.0006481229362653545,0.0021163179250537037,7.274935632634728e-05,0.0004115327277533856,0.0006579441498550419,0.00044820717131474104,0.005784991161819059,0.001085597165288682,0.005085452271779908,0.0010025690832758945,0,0.003478942032992351,0.00038499990685486124,0,0.0014583779287204734,6.777438091766512e-05,4.790597653671727e-05,0.0026396025069166055,0.00034976152623211444,0,0.0007628460394377009,0.005706419722187461,0.0008393318695978433,0.0025628248024489216,0,0.00026234266417348107,0.0001616662400474221,0.004071496635961999,0.006861735009272615,0
15001,Calçados e artefatos de couro,6.466193125790088e-06,7.298311170795078e-06,0,0,2.907247185784724e-05,0,0,1.959263003628555e-05,0,3.1592083023994186e-05,0,0,0,0,0.13345098429111155,0,0.0006597209256009062,0,0,0,0,4.027710649266957e-05,0,0,0,0,0,0,0.0003615685501101141,0,0,0,6.8284555399259795e-06,9.92950054612253e-05,0,0.0004403534191312253,0,0.0006136075136240043,0,3.637467816317364e-05,0,0,0,0,0,4.168403501458941e-05,0,0,0.000714219887567966,0,7.965779013358611e-06,0,0,0,0,0,0,1.919109533176606e-05,0.0011512952071079964,2.0844334509880213e-05,3.2358899020819714e-06,0,0,0,0,0,0
16001,"Produtos de madeira, exclusive móveis",0.0011865464385824812,0.002247879840604884,0.0006170744500323964,0.00020270612679268232,0,0,0,0.00012147430622497041,0,0.000983303584121819,0.0010988435979278949,0,0.0004307559767391773,0,0,0.11806077929893184,0.005713432166996527,0,0,0,0.00010306940693863248,0.0004833252779120348,0,0,0,0.000357266464959975,0.00011811953697141507,0,0.0021584546779300747,0,4.1667824106225175e-05,0.0024867786269666273,0.0009286699534299332,0.0007092500390087521,0.006351073213760659,0.0748174664052956,0,0.0017986370243103626,9.547298910016708e-05,0.00724646849320268,0.001722441615497614,0,0,0,0.0005731953032724241,0,0,0,0.0026264860381531654,0,0,0,0.0006466042287550213,0,0,0,0,0.0003790241328023797,0,6.5312248130958e-05,6.79536879437214e-05,0,1.116351762440345e-05,0,0,0.001057764956384367,0
17001,Celulose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026065200343552784,0,0,0,5.4970350367270655e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17002,"Papel, papelão, embalagens e artefatos de papel",0.0013643667495417085,0.0010509568085944913,0.0006479281725340162,0.0002533826584908529,0.0002267652804912085,0.001061551001838758,0.001179904365646153,0.011775170651807616,0.0003536803561769234,0.012857977790765635,0.002760190466223641,0.03971095200212146,0.012211931940555676,0.004534925451045643,0.01623086100616425,0.02192718519632917,0.07914161594284079,0.052174806141837414,0.0003026658702715154,0.0010037113979598981,0.00043976280293816524,0.002430052091724397,0.0361704756022236,0.015524736079486649,0.016724160085399967,0.02029720104053858,0.00028545554768091976,0.00019243553409607783,0.01247959329016424,0.010538792850520486,0.004986249618044946,0.0011770752167642037,0.0013042350081258621,0.008170560449380825,0.0012545329804959325,0.011520213642433023,0.0002721741914825488,0.00023010281760900162,0.0007001352534012252,0.0003922139210637854,0.004365153988642423,0.000384551831878746,0.0021912350597609563,0.00042851786383844875,0.0021277704439658165,0.007169654022509379,0.004292248887774923,0.034364932148784534,0.0015666758824071515,0.00019249995342743062,0.0018321291730724807,0.0018760517985210864,0.0002710975236706605,0.005195137011092895,0.0035006493139856584,0.0033810280869104397,0.005869855662877543,0.0048457515712709304,0.000725816543611563,0.0007281620855451488,0.0020094876291929043,0.002373924738462094,0.000547012363595769,0.002281290276224734,0.0007507724293263261,0.0026032007692836047,0
18001,Serviços de impressão e reprodução,1.616548281447522e-05,0,9.256116750485947e-05,0,2.907247185784724e-05,0.0001706064110098004,0.0003105011488542508,0.00016457809230479862,0.0002080472683393667,0.0002645836953259513,0.002812516351839255,0,0.00019384018953262977,0.00014681413330723303,0.0001242791807516405,0.0005265533323303746,0.0014688126268095647,0.05587223334873928,1.3392295144757318e-05,0.00018673700427160897,6.871293795908832e-06,0.00021481123462757103,0,0.0001379976540398813,0.0001976851073924346,0.00011164577029999219,0.00013780612646665093,1.74941394632798e-05,0.0001862625864203618,0.0021241887594033496,0.00013889274702075057,0.00014920671761799764,0.00011608374417874165,0.00018440501014227556,9.801038910124473e-05,0.0003409187761015938,0,9.587617400375067e-05,0.00014320948365025062,3.9537693655623525e-05,0.0052999601185723,0.00012618106983521354,4.9800796812749006e-05,0.0008838180941668006,0.00038213020218161607,8.336807002917882e-05,0.00019693321278633642,0.07424582641804159,0.0064740576905354345,0.004160482864399307,0.0052653799278300426,0.0023668185955368066,0.0004011510654315854,0.00212915451274299,0.002921912935463836,0.02784313725490196,0.0009418051996407999,0.004581874010459147,2.5028156676260793e-05,0.0013118034518217949,0.0007507264572830174,7.221063843230704e-05,0.0005805029164689794,7.18516622432987e-05,0.006987958765268113,0.0022116903633491313,0
19911,Combustíveis para aviação,0,0,0,0,0.005837752349055726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11757458889067438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025430088102053864,0,0,0,0,0,0,0
19912,Gasoálcool,0.0016068489917588369,0.0034448028726152768,0.0017278084600907098,5.067653169817058e-05,0.0002383942692343474,3.7912535779955645e-05,0.0003105011488542508,0.0018456257494180988,2.080472683393667e-05,0.0001935015085219644,0.0011642509549474125,6.629541235746487e-05,2.1537798836958863e-05,0,0,0.004626147134045434,0.0002862939865815253,0,2.6784590289514635e-06,0,6.871293795908832e-06,4.027710649266957e-05,0,0,0,3.3493731089997656e-05,1.9686589495235846e-05,1.74941394632798e-05,3.286986819182855e-05,0,2.7778549404150115e-05,4.973557253933255e-05,0.0002321674883574833,9.92950054612253e-05,3.920415564049789e-05,5.68197960169323e-05,0.00012808197246237592,0.000141896737525551,0.0019890206062534808,0.0011386855772819574,0.002133065882483332,0.003935647654384041,0.0010458167330677291,0.0021693716856821467,0.0008337386229417078,0.0024176740308461857,0.0006266056770474341,0.001366787074099385,0.0013362823702884527,0.0007265320822906253,0.0010514828297633367,0.0010441846745015324,0.00014104398190973552,0.0026880575723380244,0.004305234035345266,0.0009326974032856386,0.008563856582780296,0.002149402677157799,0.0022275059441872105,0.0013882326783580222,0.0005533371732560172,0.00023468457490499788,0.00022885211130027071,0.0009565252536139141,0.0020790621119805954,0.001195137028642077,0
19913,Naftas para petroquímica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005670297764290249,0,0.04337847773357245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19914,Óleo combustível  ,0.0001616548281447522,0.00021165102395305727,0.00021597605751133873,0.016368519738509096,0.0003139826960647502,0,0.015711358132025087,0.0015360621948447872,0,0.001010946656767814,0.0010988435979278949,0,0.0005815205685978893,0,0,0.0008274409508048744,0.00801623162428271,0,0.0006187240356877881,0,0.0035662014800766834,0.0011814617904516405,0.0002470660901791229,0.00012074794728489616,0.0003064119164582736,0.004610970313389677,0.0021458382549807073,0.020800531821839684,0.00015339271822853323,0,6.944637351037528e-05,0.0004973557253933255,2.048536661977794e-05,4.255500234052513e-05,0.00011761246692149368,4.2614847012699225e-05,0.00011207172590457892,0.010109183786955472,0.000827432572201448,0.0010263985272999866,0.0004524134622984239,6.008622373105407e-06,0.036205179282868524,0,0.0027096505245605505,0,0,0,0,0,0,0,0,0,2.8231042854723054e-05,0,0.0001314146790196465,4.3179964496473635e-05,0,0,0,0,0,0,0,0,0
19915,Diesel - biodiesel,0.026663347354195427,0.016961275160927762,0.013297954398198142,0.031774185374752954,0.0010466089868825007,0.05116296703505014,0.06098242563497485,0.007119961755186169,0.021948986809803187,0.010449081460186077,0.006305269216681493,0.0011270220100769027,0.0031014430325220763,0.0017291442367296337,0.0028584211572877313,0.0024447119001053106,0.004916788030421848,0.0012324757356339548,6.160455766588366e-05,0.02350552041268878,0.005675688675420695,0.0036786423929971537,0.00560840024706609,0.0027599530807976263,0.005535183006988169,0.0114325268787192,0.00705764233404205,0.002816556453588048,0.00317742059187676,0.0022884906523958737,0.0032362010055834883,0.001989422901573302,0.005421793698701227,0.0022554151240478317,0.0029599137508575907,0.0030966788829228102,0.0026897214217098944,0.013131200791553693,0.00961094756941682,0.006855836079885119,0.007812762601940654,0.17558095867569962,0.017330677290836653,0.0015265948899244738,0.010664906551796012,0.0005835764902042518,1.3427264508159301e-05,4.881382407497803e-05,0.00013823610727121925,1.2419351834027782e-05,0,0,3.66348004960352e-06,0,0.0001552707357009768,1.0598834128245893e-05,0.0014017565762095626,4.797773832941515e-06,0.006332123639093981,0.0003849253772824546,0.00034947610942485295,0.0006228167564786482,0.00011721693505623623,0.00015717551115721593,0.0012127862319886806,0.0013393777045126725,0
19916,Outros produtos do refino do petróleo,0.0019333917446112364,0.0027806565560729245,0.0008639042300453549,0.0008615010388688998,0.003802679319006419,0.005250886205523856,0.006210022977085015,0.0001567410402902844,2.080472683393667e-05,0.0013940006634337435,0.00043168855632881586,0.0001988862370723946,0.0009692009476631488,0,0.0021127460727778883,0,0.004169934152383086,0,0.32516224765567875,0,0.0075446805879078975,0.007679501637935664,0.005509573810994441,0.0001379976540398813,0.008717913236006366,0.023791713650928335,0.01634971257579337,0.0022217557118365348,0.0010080092912160756,1.173584949946602e-05,0.006527959109975277,0.0013014141481125351,0.0007579585649317837,0.002283785125608182,0.00013721454474174263,0.0008380919912497515,0.0020333013128402177,0.0006672981710661047,0.0015434799904527011,0.0019689771440500516,0.0028961729273240472,0.007153264935181986,0.0018924302788844622,0,0.0006339887445285903,0.0005418924551896623,0.0035895553785145863,0,6.911805363560962e-05,0,0,0,1.83174002480176e-06,0,0.0012703969284625373,9.538950715421304e-05,0.0018617079527783254,4.797773832941515e-06,0,0.0003654706650732331,0.00023298407294990194,0,5.581758812201725e-05,7.634239113350488e-05,2.887586266639716e-05,0.000563225496256611,0
19921,Etanol e outros biocombustíveis,0.00037180610473293004,0.0007955159176166635,0.0001542686125080991,0.0002533826584908529,0.004250395385617267,0,0,0.00017633367032656995,0.0019972537760579202,0.0002803797368379484,0.0005363403275600439,0,0,0,0,0.0004137204754024372,1.2447564633979362e-05,0,0.06462853790956986,0.009710324222123666,0.0019926752008135613,0.004443907416357876,0.03814700432365658,0.016921962326640446,0,0,0,0,0.0005149612683386473,0,4.1667824106225175e-05,8.289262089888757e-06,9.559837755896371e-05,1.4185000780175043e-05,0,4.2614847012699225e-05,0,2.6845328721050188e-05,6.364865940011139e-05,0.0005756688196258786,0.00046967421688410676,0.002277267879406949,0,0.00021425893191922437,0.0005297714166608769,0,4.9233303196584106e-05,0,2.3039351211869873e-05,8.693546283819448e-05,6.372623210686889e-05,8.17944661692867e-05,0,0.0002501756552473013,0.0012703969284625373,0.0002543720190779014,0.0008541954136277022,0.00014873098882118698,0.0017519709673382556,0.0008949167616241905,0.00037859911854359066,0,0.00016187100555385,0.00025597154674175166,0,0.000755546397417405,0
20911,Produtos químicos inorgânicos,0.008344622228832109,0.003656453896568334,0.001018172842553454,0.0027365327117012113,0.006675039538561726,1.8956267889977822e-05,0.00409861516487611,3.91852600725711e-06,0.0012482836100362001,0.00157565514082171,0.001151169483543509,0,0.00284298944647857,0,0.003852654603300855,0,0.024322541294795674,0.00041082524521131823,0,0.0002100791298055601,0.0890038685384071,0.031174480425326244,0.019987646695491045,0.002621955426757745,0.003726364274347392,0.01386640467125903,0.005039766910780377,0.010444001259578041,0.0033198566873746836,0,0.0020139448318008835,0.00014920671761799764,5.4627644319407836e-05,0.00012766500702157538,0.005429775556208958,0.0021307423506349613,0.002897854626961255,0.0006404528423450545,0.01137719786776991,0,0.0002343828780582196,0,0,0,0,0,0,0,0,0,0,0,0,0,8.469312856416915e-05,1.0598834128245893e-05,0,0,0,8.337733803952086e-06,5.8246018237475486e-05,0,0.0009488989980742932,0.002734853894135557,0,0.001428669551480184,0
20912,Adubos e fertilizantes,0.10434495847087465,0.022055496358142725,0.0073431859553855176,0,0,0,0,0,0.003287146839761994,0,0,0,0,0,0,0,0,0,0,0,0.012677537053451794,0.000281939745448687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779244601317362e-06,0,0,0,0,0,0,0
20913,Produtos químicos orgânicos,0,0,0,0,0.004709740440971253,0.0018577142532178264,0.0026703098801465564,0.0006426382651901661,0,0.0005726065048098947,0.0001308147140390351,0,0.00930432909756623,0.0012071384294150272,0.006686219924438258,0,0.00801623162428271,0,0,0.023808968044630143,0.10188754440573615,0.09854465388539821,0.03649166151945645,0.015024494583592079,0.011831453677437211,0,0.0018800692967950233,0.0019943318988138972,0.003966297428480645,0,0.0005555709880830023,4.973557253933255e-05,0.00010242683309888969,0,1.9602077820248946e-05,0.0025142759737492542,0,1.534018784060011e-05,0.0009865542207017264,0,2.634536226235802e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022584834283778443,0,0,0,0,1.389622300658681e-06,3.883067882498366e-05,0,0.00016187100555385,0.00012574040892577275,0,0,0
20914,"Resinas, elastômeros e fibras artificiais e sintéticas",0.00022308366283975805,3.649155585397539e-05,0,0,0.0045585635873104475,0,0,3.91852600725711e-06,2.080472683393667e-05,1.9745051889996367e-05,0,0.0009281357730045081,0.04852466077966832,0,0.018915291310399682,0.014517827591394614,0.011800291273012435,0.0012324757356339548,0,0,0.0077439481079892535,0.016446485151173407,0.016306361951822113,0.0007934865107293176,0.10809421672218324,0.012403845080329132,9.843294747617923e-06,0.002466673664322452,0.006617800129288148,0.0014200377894353882,0.027556321008916914,0.0009698436645169847,0.0003004520437567431,0.01139055562648056,0.004351661276095266,0.016889684366033126,0,0,0,1.581507746224941e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.057760713680764e-05,0,0,0,0,0,0,0,0,0,0,0,0
20921,Defensivos agrícolas e desinfestantes domissanitários,0.06681517356878898,0.017136434629026844,0.0021289068526117675,0,0,0,0,0,0.0005201181708484168,3.949010377999273e-06,0,0,0,0,0,0,0,0,0,0,0,0.047741796895977656,0.015219271155033971,0,0,0,0,0,0.00038348179557133307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002917882451021259,0,0,0,0,0,0,0,0,0.00012703969284625375,6.359300476947535e-05,0,0.004063714436501463,0,0,0,0,0,0,0,0,0
20922,Produtos químicos diversos ,3.233096562895044e-06,0.00014596622341590156,0,0.09405564283180459,0.0015757279746953204,0.0034689970238659415,0.008942433087002422,0.0035423475105604276,0.00022885199517330338,0.009939659121424171,0.0015697765684684214,0.00026518164942985947,0.0028645272453155287,0,0.0024607277788824817,0.014705882352941176,0.005949935895042135,0.011862578955476814,0.0008383576760618081,0.0033612660768889617,0.004129647571341208,0.034839697116159175,0.022927733168622608,0.015317739598426828,0.010279625584406598,0.004778438968839666,0.003681392235609103,0.0006647772996046324,0.0017968861278199607,2.347169899893204e-05,0.001472263118419956,0.0014174638173709776,0.0004438496100951887,0.00018440501014227556,0.0007056748015289621,0.0046450183243842156,0.0038584694204290746,6.519579832255046e-05,0.0029278383324051237,0.0006911188851002993,0.001424466483702668,1.8025867119316218e-05,0,0,0.0003126519836031404,0,0,0,0,6.209675917013891e-06,7.965779013358611e-06,4.872861814340484e-05,3.6634800496035196e-05,0,0.00014115521427361528,0.00010598834128245893,0,0.00023988869164707574,2.5028156676260793e-05,7.22603596342514e-05,0.0007604341269892633,0,0.003628143227931121,0,0.0001443793133319858,3.4343018064427503e-05,0
20923,"Tintas, vernizes, esmaltes e lacas",5.496264156921575e-05,0.0002554408909778277,6.170744500323964e-05,0,0,0,0,7.83705201451422e-06,0,0.000130317342473976,0,0,0.0009045875511522722,0.0005872565332289321,0.0017399085305229668,0.008048743794192868,0.012372879246175486,0.03312278539516253,0,0,0,0.0018258954943343537,0.0002717726991970352,1.7249706754985164e-05,0.011623884314675153,0.0071453292991995,0,0,0.004601781546855997,0.0035911699468366017,0.000250006944637351,0.00040617384240454913,0.002669926116111058,0.002000085110004681,0.002469861805351367,0.0036364669450836672,0.006420108869676593,0.000559916856181904,0.002275439573553982,0.011464349652384598,0.0008448685139307916,0.0005167415240870649,0,0,0,0.0005002084201750729,0,0.006004100361222298,0.0032024698184499123,0,0,0,0.002111996248596429,0,2.8231042854723054e-05,0,0.000262829358039293,0.0020054694621695532,0,0.0001528584530724549,0.0001812098345165904,0,1.116351762440345e-05,0,2.887586266639716e-05,0.0005014080637406415,0
20931,"Perfumaria, sabões e artigos de limpeza",6.466193125790088e-06,0.00014596622341590156,0,0,0.0003197971904363197,0.0007203381798191572,0.0006831025274793516,0.0001528225142830273,0.0002080472683393667,0.0005291673906519026,0.00020930354246245618,0,0.0006030583674348481,0.00044044239992169915,2.4855836150328096e-05,0.0005641642846396871,0.0003609793743854015,5.135315565141478e-05,6.160455766588366e-05,2.334212553395112e-05,0.0002817230456322621,0.0013022931099296493,0.022063001852995676,0.0001379976540398813,0.00018780085202281286,0.0004689122352599672,0.000127962831719033,0.0005773066022882335,0.0036923818602154074,0.0003168679364855825,0.0001250034723186755,0.00019065302806744143,0.0001365691107985196,0.00028370001560350087,5.880623346074684e-05,8.522969402539845e-05,0,5.7525704402250405e-05,0.0005410136049009467,0.00011070554223574586,0.0014735233651567141,0.0005948536149374352,0.00039840637450199205,2.6782366489903047e-05,0.0007121517404293754,0.002334305960817007,0.00019693321278633642,0.00024406912037489017,0.000737259238779836,0.0005899192121163197,3.1863116053434444e-05,2.0883693490030646e-05,0,0.0009581195307343454,0.0009880864999153068,0.0012082670906200317,0.0014893663622226603,0.005503046586383918,2.5028156676260793e-05,0.0002487423918179039,0.0005242141641372793,0.0010019226082482603,0.00024001562892467417,0.0022453644451030847,0.003955993185296411,0.004581358609794629,0
21001,Produtos farmacêuticos,0.0012188774042114316,0.023267016012494708,0.000524513282527537,0,0.00038957112289515305,0,0,0,0,0.000837190200135846,0,0,0,0,0,0,0,0,0,0,0,0.0007921164276891682,0,0.02033740426412751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.632456759538611e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.057760713680764e-05,0.00037095919448860623,0,0,0,0.000322392373752814,0.0009254645119954438,0.0009928962784442217,0.01602522954983115,0.02417359361597981,8.662758799919147e-05,0.0030633972113469333,0
22001,Artigos de borracha,0,0,0,0.0005574418486798764,0.0002383942692343474,0.005080279794514056,0.0029808110290008073,0,0,3.949010377999273e-06,0,0,0.00036614258022830065,0,0.0067607874328892426,0,0,0,0,0,0,2.685140432844638e-05,0,1.7249706754985164e-05,0.009696454517598917,0.0005024059663499648,0.0013485313804236555,0.00020992967355935762,3.286986819182855e-05,0,0.000958359954443179,0.005379731096337804,0.031417723939199435,0.011305445621799508,0.014387925120062726,0.0003267138270973607,0.0058597502401536985,0,0.000206858143050362,2.6885631685823997e-05,0.0005487103036711808,0.015168767180904598,0,0.02257753495098827,0,0,0,0,0,0,0,0,0,0,4.234656428208458e-05,0,0.005738440983857897,0,0,1.389622300658681e-06,9.707669706245914e-06,0,3.349055287321035e-05,1.3472186670618508e-05,0,4.8080225290198505e-05,0
22002,Artigos de plástico,0.0019010607789822858,0.0013574858777678845,0.001234148900064793,0.006435919525667663,0.00020932179737650014,0,0,0.011007139554385223,0.003099904298256564,0.028926501018844676,0.0432211815184972,0,0.001421494723239285,0.0013539525627222603,0.0069347782859415395,0.007559801414171807,0.008352315869400152,0.043650182303702566,0.0002571320667793405,0.0009103428958240937,0.00847230525035559,0.008780409215401965,0.04214947498455837,0.008038363347823088,0.11657490782931867,0.021101050586698523,0.0019686589495235846,0,0.007373807097700205,0.012064453285451067,0.02425067362982305,0.007427178832540327,0.012284391516326838,0.02280948125452147,0.0045672841321180045,0.03257194806670644,0.008965738072366315,0.0009165762234758564,0.005091892752008911,0.017325417359894228,0.0054652999782877874,0.00015021555932763516,0,0.00013391183244951523,0.0009640102827763496,0.00041684035014589413,0.0017634474054049215,0,0,0,7.965779013358611e-06,3.654646360755363e-05,0.00015752964213295136,0.0022409351246619968,0.00011292417141889222,0,0,0.0016408386508659982,0,0.0001542480753731136,0.0005306859439414434,0,0.002048505484078033,0.0013382372092814385,0,0.00041898482038601554,0
23001,Cimento,0.0001907526972108076,0.0008976922740077946,0.0003085372250161982,0,0.0002616522467206252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06699862675702531,0,0,0,0,0,0,0,0,0,0,0,0.002592491745061418,0.0021163179250537037,0.013895127058332332,0,0,0,0,0,0,0,0,0,0,0,0,0.0012913767174852408,0,0,0,0,0,0,7.781884883688614e-05,5.8246018237475486e-05,0,1.6745276436605174e-05,0,0,0,0
23002,"Artefatos de cimento, gesso e semelhantes",0.000290978690660554,0.0011093432979608518,0.00043195211502267746,0,0.00011628988743138896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016746865544998827,0,0,0,0,0,0,0,0,0,0,0,0.004720942807944683,0.010072400350067626,0.03521226996969831,0,0,0,0,7.81629959007851e-05,0,0,0,0,0,0,0,0.0013390019581300866,0,0,0,0,0,0,5.558489202634724e-05,2.26512293145738e-05,0,1.6745276436605174e-05,0,0,0.001085239370835909,0
23003,"Vidros, cerâmicos e outros produtos de minerais não metálicos",0.006511456477670619,0.008480637580463881,0.0010798802875566938,0.0020270612679268232,8.140292120197228e-05,5.6868803669933464e-05,0.0005589020679376514,3.91852600725711e-06,0.0015187450588773769,0.0048928238583411,0.01941290356339281,0,0,0,0,0,0.0014937077560775234,0,0,0,0.0022262991898744614,0.001772192685677461,0.006843730697961705,0.0007762368039743324,0.002520485119253541,0.0300215476336679,0.0019588156547759666,5.2482418389839406e-05,0.0011504453867139993,1.173584949946602e-05,0.00362510069724159,0.0018319269218654156,0.010604591453505046,0.0009220250507113778,0.0030775262177790844,0.005738799397710162,0.0027057316682676915,0.0006749682649864047,0.0010661150449518657,0.03322431473269356,0.0001326352720794576,0,0,0,0,0.00779491454772822,0.0024303348759768333,0,0,0,0,0,0.0013701415385517165,0,2.8231042854723054e-05,0,0,0.0002590797869788418,0,0.0002695867263277841,0.0003753632286415087,0,0.0005302670871591638,0.000264953004522164,2.887586266639716e-05,0.00027474414451542003,0
24911,Ferro gusa e ferroligas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022329154059998437,0.013229388140798487,0.0036037927294356393,0,0,0,4.144631044944379e-05,6.82845553992598e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8231042854723054e-05,0,0,0,0,0,0,0,0,0,0,0,0
24912,"Semi acabados, laminados planos, longos e tubos de aço",0.000520528546626102,0.0019340524602606958,0.0004936595600259172,0.0035473572188719402,0.007111126616429435,0,0.00403651493510526,0.0006073715311248521,0,0.00011847031133997821,0,0,0,0,0,0,0.001481260191443544,0,0,0,0,0,0,1.7249706754985164e-05,0.005574720028466655,0.006966696066719512,0.054620442554531856,0.001661943249011581,0.15202314038720705,0.0004107547324813107,0.033584266229617486,0.05461794791027703,0.03248296300342789,0.07272649899995745,0.022424777026364796,0.014318588596266939,0.015017611271213576,0.0007861846268307556,0.001241148858302172,0.020663980212175078,0.0008421431316277891,5.708191254450136e-05,0,0,4.342388661154728e-05,0,0,0,0,0,9.558934816030333e-05,0,0,0,0.00028231042854723055,0,0.003854830584576297,0,0,0.00015146883077179623,0.00010354847686662309,0,2.23270352488069e-05,0,0,0,0
