Tabela 12 - Matriz dos coeficientes técnicos dos insumos importados - Matriz Bm - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68
02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)",6.466193125790088e-06,2.9193244683180313e-05,0.002468297800129586,0,0,0,0,0.0009482832937562207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033347228011671527,0.0003088270836876639,0,0,0,0,0,0,0,0,0,0,0,0,1.528584530724549e-05,3.883067882498366e-05,9.02632980403838e-06,2.7908794061008625e-05,1.3472186670618508e-05,0,0,0
05801,Carvão mineral,0,0,0,0,0,0,0.0003105011488542508,1.959263003628555e-05,0,2.369406226799564e-05,0,0,0,0,0,0,0,0,6.963993475273805e-05,0,0.00034356468979544156,0,0,0,0,4.4658308119996875e-05,0.04895070477990393,0.005318218396837059,0,0,0,0,0,0.0004822900265259515,0,0,0,0.005909807365591191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.469312856416915e-05,0,0,0,0,0,0,0,0,0,0,0,0
05802,Minerais não metálicos,0,0,6.170744500323964e-05,0,0,0,0,1.959263003628555e-05,2.080472683393667e-05,0.00010662328020598038,0,0,0,0,0,0,0,0,0,0.0005368688872808757,0.01093222842929095,8.055421298533914e-05,0,0,0,0.0018086614788598734,0.0002263957791952122,0.00047234176550855464,0,0,5.555709880830023e-05,0,0,1.4185000780175043e-05,0,4.2614847012699225e-05,0,0,0,0.0002751823478431397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06801,"Petróleo, gás natural e serviços de apoio",0,0,0,0,0.0004884175272118336,0.001061551001838758,0.0004968018381668012,0.0002782153465152548,0,0.0026932250777955045,0.0018052430537386845,0,0.0026060736592720224,0,0,0.001429216187753874,0.007779727896237101,0,0.06179204979791027,0,0.011035297836229583,0.0010069276623167391,0.0006176652254478073,0.0005864900296694957,0.0007808561742001166,0.005950719556989583,0.0029726750137806126,0.0047409117945488265,0.00362664212383175,0,0.0002916747687435762,0.00013262819343822012,0.0004575065211750406,0.0017731250975218803,0,0,0,0.04526505927065077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8231042854723054e-05,0,0,0,0,0,0,0,0,0,0,0,0
07911,Minério de ferro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07921,Minerais metálicos não ferrosos,0,0,0,0,0,3.7912535779955645e-05,0.02869030615413277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3493731089997656e-05,0.003691235530356721,0.04396277247122214,0,0,0,0,0,2.8370001560350086e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10911,Carne de bovinos e outros produtos de carne,0,0.00093418382986177,0,0,0,0,0,0.0008699127736110784,0,0.00011847031133997821,0,0,0,0,0.000248558361503281,0,0,0,0,0.001727317289512383,0,0,0.0034589252625077207,0,0,0,0,0,5.4783113653047586e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012505210504376823,0.0006310814318834871,0,0,0,0,0,0,0,0,0,0,0,0,1.389622300658681e-05,2.588711921665577e-05,1.805265960807676e-05,2.7908794061008625e-05,2.6944373341237016e-05,0,6.868603612885501e-06,0
10912,Carne de suíno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10913,Carne de aves,0,0,0,0,0,0,0,1.567410402902844e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58060386884248e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10914,Pescado industrializado,0,0,0,0,0,0,0,0,0,3.1592083023994186e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020842017507294707,0.001203978050898284,0,0,0,0,0,0,0,0,0,0,0,0,1.9454712209221534e-05,4.8538348531229575e-05,9.02632980403838e-06,5.0235829309815525e-05,8.981457780412338e-06,0,1.3737207225771001e-05,0
10915,"Leite resfriado, esterilizado e pasteurizado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10916,Outros produtos do laticínio,0,0,0,0,0,0,0,0.0013362173684746746,0,0.00040674806893392515,0,0,0,0,0,0,0,0,0,0,0,1.342570216422319e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.084607676675179e-07,0,0,0,0,0.00025010421008753647,0.0003670118965563542,0,0,0,0,0,0,0,0,0,0,0,0,1.528584530724549e-05,3.2358899020819714e-05,1.805265960807676e-05,2.7908794061008625e-05,2.2453644451030846e-05,0,3.4343018064427503e-05,0
10921,Açúcar,0,0,0,0,0,0,0,3.91852600725711e-06,6.241418050181001e-05,5.9235155669989104e-05,3.924441421171053e-05,0,0,0,0,0,0,0,0,4.668425106790224e-05,0,1.342570216422319e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6854529016318602e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10931,"Conservas de frutas, legumes, outros vegetais e sucos de frutas",0,0,0,0,0,0,0,0.00021551893039914105,0,0.003494874184529357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0043111865527033e-06,0,0,0,4.168403501458941e-05,0.000801160115653505,0,0,0,0,0,0,0,1.4115521427361527e-05,0,0,0,0,0.0001222867624579639,0.00028152242148113155,9.02632980403838e-05,0.00023443387011247245,0.00010777749336494807,0,2.0605810838656502e-05,0
10932,Óleos e gorduras vegetais e animais,0,7.298311170795078e-06,0,0,0,0,0,0.0005721047970595381,0,0.004513718862053169,0,0,0,0,0,0,0,0,0,0.0014705539086389207,6.871293795908832e-06,0,0.001951822112415071,0,0,0,0,0,0,0,0,0,0,0,0,1.4204949004233075e-05,0,0,0,0,1.9986136888685393e-05,0,0,0,0,4.168403501458941e-05,0.00192009882466678,0,0,0,0,0,0,0,0,0,0,0,0,4.168866901976043e-06,9.707669706245914e-06,0,5.581758812201725e-06,4.490728890206169e-06,0,0,0
10933,Café beneficiado,0,0,0,0,0,0,0,0,0,1.9745051889996367e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8169215353350358e-06,0,0,0,0,8.336807002917882e-05,0.00024169076114686743,0,0,0,0,8.701538954179436e-06,0,0,0,0,0,0,0,4.168866901976043e-06,6.471779804163943e-06,0,5.581758812201725e-06,4.490728890206169e-06,0,0,0
10934,Arroz beneficiado e produtos derivados do arroz,0,7.298311170795078e-06,0,0,0,0,0,0,0,7.108218680398692e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026854529016318604,0,0,0,0,0,0,0,0,0,0,0,0,2.2233956810538896e-05,4.8538348531229575e-05,0,3.907231168541207e-05,8.981457780412338e-06,0,6.868603612885501e-06,0
10935,"Produtos derivados do trigo, mandioca ou milho",0,8.757973404954094e-05,0,5.067653169817058e-05,0,0,0,0.00013714841025399885,0,0.0008924763454278358,0.0011904138977552195,0,0,0,0,0,0.00041076963292131894,0,0,0,0,0.000281939745448687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.266992985774412e-05,0,0,0,0,0,0.0002282634966387081,0,0,0,0,0,0,0,0,0,0,0,0,4.168866901976043e-06,1.2943559608327886e-05,0,5.581758812201725e-06,0,0,6.868603612885501e-06,0
10936,Rações balanceadas para animais,0.00011639147626422159,0.002532513976265892,0.0008639042300453549,0,0,0,0,0.0015360621948447872,0,0.00010267426982798111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389622300658681e-06,3.2358899020819714e-06,0,0,0,0,0.00010989765780616801,0
10937,Outros produtos alimentares,0,6.56848005371557e-05,0,0,0,0,0,0.0008346460395457644,0,0.0013979496738117428,0.0002747108994819737,0,0,0,0,0,0,0,0,0,0,1.342570216422319e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9986136888685393e-05,0,0,0,8.684777322309456e-06,0.00025010421008753647,0.0006713632254079651,0,0,1.2419351834027782e-05,0,0,0,0,0,1.0598834128245893e-05,0,0,0,4.1688669019760426e-05,0.00015855860520201662,6.318430862826866e-05,0.00044095894616393624,7.18516622432987e-05,0,1.3737207225771001e-05,0
11001,Bebidas,0,0,0,0,0,0,0,7.83705201451422e-06,0,0,0.009026215268693422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.034709946970914e-05,0,0.0032930387661525636,0.02142096264535014,0,0,0,0,1.7403077908358872e-06,0,0,0,0,0,0,0,1.389622300658681e-06,0,0,0,4.490728890206169e-06,0.0002021310386647801,0,0
12001,Produtos do fumo,0,0,0,0,0,0,0,0,0,0,0,0.003447361442588173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13001,Fios e fibras têxteis beneficiadas,4.526335188053062e-05,0,0,0,0,0,0,0,0,0,0,0,0.01794098643118673,0.010831620501778083,0.0001491350169019686,0,0,0,0,0,0,0,0,0.0002932450148347478,7.907404295697384e-05,0,0,0,2.1913245461219034e-05,0,0,0,0,0,0,0.00012784454103809768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13002,Tecidos,0.0001681210212705423,0,0,0.001064207165661582,0,0,0,0,0.0001456330878375567,8.687822831598402e-05,0,0,0.012814990307990524,0.04278816351831914,0.013869556571883079,0,0,0,0,0,0,2.685140432844638e-05,0,6.899882701994065e-05,3.953702147848692e-05,1.1164577029999219e-05,0,0,7.669635911426662e-05,0,1.3889274702075057e-05,0,0,0.004127835227030937,0.00019602077820248947,0.003480212506037103,0,0,0,0,9.084607676675179e-07,0,0,0,0,0,0,0,2.3039351211869873e-05,0,0,0,0,0,0,0,0,0,0,1.389622300658681e-06,0,0,0,0,0,5.4948828903084005e-05,0
13003,Artigos têxteis de uso doméstico e outros têxteis,0.0002780463044089738,2.1894933512385235e-05,0,0.0015202959509451174,0.00019187831426179178,0,0.0001242004595417003,0,0.00045770399034660676,0.00016585843587596947,0,0,0.017596381649795392,0.0023327134514371474,0.0071087691389938356,0,0.000448112326823257,0,0,0,0,0.00010740561731378552,0,0,0.0012849531980508248,5.5822885149996094e-05,0,0,0,0,2.7778549404150115e-05,1.6578524179777515e-05,0,0,0.00027442908948348526,0.0015909542884741043,0,3.068037568120022e-05,4.773649455008354e-05,0.00027992687108181454,2.7253823030025535e-05,3.3047423052079734e-05,0.00019920318725099602,0,0,0.0003751563151313047,8.9515096721062e-06,0,0,0,0,0,0,0,1.4115521427361527e-05,0,0,0,0,5.558489202634724e-06,9.707669706245914e-06,0,1.116351762440345e-05,0,0,0.000343430180644275,0
14001,Artigos do vestuário e acessórios,0,0,0,0,1.7443483114708346e-05,0,0,0,0,0,0,0,0,0.0009950735701934684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1913245461219034e-05,0,0,0,0,0,0,0,0,7.670093920300054e-06,6.364865940011139e-05,0,5.450764606005108e-06,2.703880067897433e-05,0,0.00018747656542932134,2.6054331966928367e-05,0.00012505210504376823,2.2378774180265503e-05,0,9.21574048474795e-05,1.2419351834027782e-05,0,2.958523244421008e-05,3.66348004960352e-06,0,8.469312856416915e-05,2.1197668256491786e-05,0,3.358441683059061e-05,0.00012514078338130396,0,4.206656872706563e-05,0,5.581758812201725e-06,4.490728890206169e-06,0.0001443793133319858,0.00026100693728964904,0
15001,Calçados e artefatos de couro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057914098230264464,0,0.0003609793743854015,0,0,0,0,0,0,0,0,0,0,0,3.286986819182855e-05,0,0,0,6.8284555399259795e-06,0,0,0.00018466433705502998,0,3.4515422641350246e-05,0,7.907538731124705e-06,0,0,0,0,0,0,0,0,0,0,7.965779013358611e-06,0,0,0,0,0,0,0,0.00015016894005756475,1.2506600705928129e-05,0,0,0,0,0,0,0
16001,"Produtos de madeira, exclusive móveis",6.466193125790088e-06,7.298311170795078e-05,3.085372250161982e-05,0,0,0,0,0,0,3.949010377999273e-06,2.6162942807807022e-05,0,0,0,0,0.0021062133293214985,0.000136923210973773,0,0,0,0,0,0,0,0,0,0,0,4.382649092243807e-05,0,0,4.144631044944379e-05,6.8284555399259795e-06,0,0.00013721454474174263,0.0014773146964402399,0,4.6020563521800325e-05,0,0.0002166665612328169,2.634536226235802e-05,0,0,0,0,0,0,0,6.911805363560962e-05,0,0,0,1.465392019841408e-05,0,0,0,0,1.4393321498824546e-05,0,0,0,0,0,0,0,5.4948828903084005e-05,0
17001,Celulose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014065748036396679,0,0,0,3.435646897954416e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17002,"Papel, papelão, embalagens e artefatos de papel",3.233096562895044e-05,2.1894933512385235e-05,0,0,2.3257977486277794e-05,0.00011373760733986693,0.0001242004595417003,0.00025078566446445503,2.080472683393667e-05,0.00023694062267995642,0.00017005912825074566,0.0020551577830814106,0.00030152918371742407,0.00016312681478581448,0.000248558361503281,0.002407100947795998,0.011352178946189178,0.007138088635546654,4.553380349217488e-05,0.0001167106276697556,1.3742587591817664e-05,9.397991514956232e-05,0.00046942557134033354,0.0002759953080797626,0.0016309021359875854,0.0007926849691299445,1.9686589495235846e-05,0,0.000317742059187676,0.00038728303348237864,0.00044445679046640184,0.00011604966925844261,0.0001707113884981495,0.00024114501326297574,5.880623346074684e-05,0.0008807068382624506,0,1.534018784060011e-05,9.547298910016708e-05,5.3771263371647994e-05,0.00034703201324899185,4.206035661173784e-05,4.9800796812749006e-05,0,5.2108663933856735e-05,0.00020842017507294707,0.00013427264508159302,0.006980376842721859,0.00034559026817804813,1.8629027751041673e-05,0.0003106653815209858,0.00034806155816717745,6.227916084325983e-05,0.0007398811931781889,0.0007057760713680764,0.00040275569687334394,0.001160829664673544,0.0007772393609365254,5.0056313352521587e-05,8.05980934382035e-05,0.00023621996285198393,0.0004242375007898039,3.907231168541207e-05,0.0004086563290087614,2.887586266639716e-05,0.00027474414451542003,0
