Tabela 12 - Matriz dos coeficientes técnicos dos insumos importados - Matriz Bm - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68
18001,Serviços de impressão e reprodução,0,0,0,0,0,0,0,3.91852600725711e-06,0,3.949010377999273e-06,5.2325885615614045e-05,0,0,0,0,0,1.2447564633979362e-05,0.0007702973347712217,0,0,0,0,0,0,0,0,0,0,0,2.347169899893204e-05,0,0,0,0,0,0,0,0,0,0,7.903608678707406e-05,0,0,2.6782366489903047e-05,0,0,4.4757548360531e-06,0.001513228546324319,0.00011519675605934936,6.83064350871528e-05,0.00019117869632060666,5.220923372507662e-05,2.198088029762112e-05,7.984329422786211e-05,8.469312856416915e-05,0.0005829358770535241,2.1902446503274415e-05,0.00011514657199059637,0,1.806508990856285e-05,6.471779804163943e-06,0,1.116351762440345e-05,0,0.0003176344893303687,5.4948828903084005e-05,0
19911,Combustíveis para aviação,0,0,0,0,0.004477160666108475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993893620440302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019454712209221535,0,0,0,0,0,0,0
19912,Gasoálcool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19913,Naftas para petroquímica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.499685281064098e-05,0,0.0586671064294696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19914,Óleo combustível  ,6.466193125790088e-06,7.298311170795078e-06,0,0.000709471443774388,1.7443483114708346e-05,0,0.0004347016083959511,6.661494212337088e-05,0,5.1337134913990556e-05,3.924441421171053e-05,0,2.1537798836958863e-05,0,0,3.761095230931247e-05,0.000273846421947546,0,2.1427672231611708e-05,0,0.00017178234489772078,4.027710649266957e-05,0,0,9.88425536962173e-06,0.0001786332324799875,7.874635798094339e-05,0.0008047304153108709,3.286986819182855e-05,0,0,2.4867786269666275e-05,0,0,0,0,0,0.000421855165616503,0,4.111920140184846e-05,1.9077676121017877e-05,0,0.004382470119521913,0,0.00010421732786771347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19915,Diesel - biodiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19916,Outros produtos do refino do petróleo,0.0005754911881953179,0.0007663226729334832,0.0003085372250161982,0.00010135306339634116,0.0010931249418550562,0.00147858889541827,0.0016767062038129542,3.134820805805688e-05,0,0.0003593599443979339,9.157029982732458e-05,0,0.00019384018953262977,0,0.0006213959037582025,0,0.0011451759463261013,0,0.03801001207985022,0,0.0021026159015481026,0.002134686644111487,0.001605929586164299,3.449941350997033e-05,0.002471063842405432,0.006776898257209525,0.004616505236632806,0.0006472831601413527,0.0002848721909958474,0,0.0018611628100780578,0.0003315704835955503,0.00019802521065785341,0.0006099550335475269,1.9602077820248946e-05,0.0002272791840677292,0.0005923791226384886,0.00019558739496765138,0.00038189195640066833,0.000645255160459776,0.0008094385439917584,0.002097009208213787,0.0005478087649402391,0,0.00017369554644618913,8.336807002917882e-05,0.0006803147350800713,0,2.3039351211869873e-05,0,0,0,0,0,0.00045169668567556886,1.0598834128245893e-05,0.0003285366975491162,0,0,9.866318334676635e-05,6.148190813955745e-05,0,1.116351762440345e-05,1.3472186670618508e-05,2.887586266639716e-05,0.0001167662614190535,0
19921,Etanol e outros biocombustíveis,1.9398579377370264e-05,4.378986702477047e-05,0,0,0.00010466089868825007,0,0,7.83705201451422e-06,2.080472683393667e-05,3.949010377999273e-06,1.3081471403903511e-05,0,0,0,0,0,0,0,0.0011919142678834013,0.0002334212553395112,0.0005428322098767977,8.055421298533914e-05,0.0008894379246448425,0.00041399296211964395,0,0,0,0,1.0956622730609517e-05,0,0,0,0,0,0,0,0,0,0,3.4793170416948704e-05,8.176146909007662e-06,6.609484610415947e-05,0,0,0,0,0,0,0,0,0,6.961231163343549e-06,0,2.1291545127429897e-05,7.057760713680764e-05,1.0598834128245893e-05,8.760978601309766e-05,9.59554766588303e-06,0.00012514078338130396,1.806508990856285e-05,6.471779804163943e-06,0,0,1.7962915560824676e-05,0,7.55546397417405e-05,0
20911,Produtos químicos inorgânicos,0.013136071335042564,0.005502926622779489,0.0015735398475826108,0.0017230020777377997,0.0036922039259465996,0,0.002359808731292306,0,0.001643573419880997,0.001342663528519753,2.6162942807807022e-05,0,0.0016799483092827913,0,0.002286736925830185,0,0.013605188144939443,0.00020541262260565912,0,9.336850213580449e-05,0.10707537122164733,0.0229848021051501,0.011908585546633724,0.001552473607948665,0.0013936800071166638,0.007938014268329444,0.0011319788959760612,0.004653441097232427,0.0011285321412527803,0,0.0011805883496763799,2.4867786269666275e-05,2.048536661977794e-05,0,9.801038910124473e-05,0.0011648058183471122,3.202049311559398e-05,0.0003719995551345526,0.0038825682234067947,1.581507746224941e-06,0.0003043343571686185,3.0043111865527033e-06,0,0,0,0,0,0,0,0,0,0,0,0,4.234656428208458e-05,1.0598834128245893e-05,0,0,0,2.779244601317362e-06,2.588711921665577e-05,0,0.00012279869386843794,0.00013921259559639124,0,0.000934130091352428,0
20912,Adubos e fertilizantes,0.008548307312294496,0.0018391744150403596,0.0006170744500323964,0,0,0,0,0,0.0002912661756751134,0,0,0,0,0,0,0,0,0,0,0,0.0010238227755904159,2.685140432844638e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20913,Produtos químicos orgânicos,0,1.4596622341590156e-05,0,0,0.007297190436319658,0.0034121282201960076,0.004843817922126312,0.001171639276169876,0,0.0010464877501698074,0.0002485479566741667,0,0.017101012276545337,0.002185899318129914,0.012204215549811095,0,0.01228574629373763,0,0,0.0029411078172778414,0.0497138106134004,0.08787122066484077,0.06660901791229154,0.02637480162837232,0.011732611123740994,0,0.003435309866918655,0.0036387810083621987,0.0021474980551994655,0,0.000986138503847329,3.315704835955503e-05,0.00010925528863881567,0,1.9602077820248946e-05,0.002230176993664593,0,3.4515422641350246e-05,0.0018298989577532024,0,4.814842068637845e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023996386426514596,0,0,0,0,6.948111503293405e-06,6.79536879437214e-05,0,0.0002958332170466914,0.00017064769782783442,0,0,0
20914,"Resinas, elastômeros e fibras artificiais e sintéticas",0.00015842173158185717,2.1894933512385235e-05,0,0,0.0032503023537073217,0,0,3.91852600725711e-06,4.160945366787334e-05,1.5796041511997093e-05,0,0.0007292495359321135,0.0345035537368081,0,0.013471863193477828,0.010380622837370242,0.00836476343403413,0.0008730036460740513,0,0,0.005497035036727065,0.011734063691531066,0.011612106238418777,0.0005519906161595252,0.07685996975417857,0.008842345007759381,0,0.0017319198068647002,0.004711347774162092,0.0009975472074546115,0.019597766604627906,0.0006962980155506556,0.0002321674883574833,0.008099635445479949,0.0030775262177790844,0.012074206653598114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.646208570944611e-05,0,0,0,0,0,0,0,0,0,0,0,0
20921,Defensivos agrícolas e desinfestantes domissanitários,0.030953666493157152,0.007422382460698595,0.0010798802875566938,0,0,0,0,0,0.0002912661756751134,0,0,0,0,0,0,0,0,0,0,0,0,0.055219913001449974,0.008276714021000617,0,0,0,0,0,0.00021913245461219034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016673614005835764,0,0,0,0,0,0,0,0,7.057760713680764e-05,5.299417064122947e-05,0,0.0023892913688048746,0,0,0,0,0,0,8.662758799919147e-05,0,0
20922,Produtos químicos diversos ,0,7.298311170795078e-05,0,0.03810875183702427,0.0006395943808726394,0.0013838075559683808,0.003663913556480159,0.0014380990446633594,0.00010402363416968335,0.004024041575181259,0.000640992098791272,0.00013259082471492973,0.0011630411371957787,0,0.000994233446013124,0.005904919512562058,0.002414827538991996,0.004827196631232989,0.0003401642966768359,0.001353843280969165,0.0016765956862017548,0.014365501315718811,0.009289684990735021,0.006227144138549644,0.00417115576598037,0.001897978095099867,0.0015060240963855422,0.000262412091949197,0.0007450503456814471,1.173584949946602e-05,0.0005694602627850774,0.0005719590842023243,0.00017753984403807546,7.092500390087522e-05,0.00027442908948348526,0.001875053268558766,0.0015529939161063081,3.068037568120022e-05,0.0011775001989020606,0.0003036494872751887,0.0005814148913072115,9.012933559658109e-06,0,0,0.00011290210519002292,0,0,0,0,0,0,2.0883693490030646e-05,1.8317400248017598e-05,0,5.646208570944611e-05,5.299417064122947e-05,0,0.00010075325049177182,0,0,0.00030093776089362337,0,0.0014512572911724484,0,8.662758799919147e-05,4.1211621677313004e-05,0
20923,"Tintas, vernizes, esmaltes e lacas",9.699289688685132e-06,0,3.085372250161982e-05,0,0,0,0,0,0,1.9745051889996367e-05,0,0,0.0001292267930217532,9.78760888714887e-05,0.000248558361503281,0.0009402738077328118,0.0016430785316852757,0.004570430852975915,0,0,0,5.370280865689276e-05,4.941321803582458e-05,0,0.0015913651145090984,0.0009936473556699304,0,0,0.0006245274956447424,0.00045769813047917475,2.7778549404150115e-05,4.144631044944379e-05,0.00038239351023585484,0.00028370001560350087,0.0003332353229442321,0.00018466433705502998,0.0008805635606788344,0,0,0.0008461066442303434,0.00011264913519077222,7.510777966381758e-05,0,0,0,0,0,0.0011227179537244949,0,0,0,1.7403077908358872e-06,5.678394076885456e-05,0,0,1.0598834128245893e-05,4.380489300654883e-05,1.919109533176606e-05,0,2.779244601317362e-06,9.707669706245914e-06,0,0,0,2.887586266639716e-05,4.1211621677313004e-05,0
20931,"Perfumaria, sabões e artigos de limpeza",0,1.4596622341590156e-05,0,0,9.884640431668062e-05,0.00018956267889977822,0.00018630068931255045,4.3103786079828214e-05,6.241418050181001e-05,0.00012241932171797748,7.848882842342106e-05,0,0.00015076459185871203,0.0001305014518286516,0,0.00015044380923724988,9.95805170718349e-05,0,1.8749213202660245e-05,0,6.184164416317948e-05,0.0002550883411202406,0.009462631253860408,0.0001379976540398813,3.953702147848692e-05,0.00014513950138998985,2.9529884242853768e-05,0.0001574472551695182,0.0007669635911426661,9.388679599572815e-05,1.3889274702075057e-05,2.4867786269666275e-05,6.8284555399259795e-06,7.092500390087522e-05,0,0,0,1.1505140880450081e-05,0.00014320948365025062,3.004864717827388e-05,0.0003197781902189663,0.00017124573763350407,9.960159362549801e-05,0,0.0001389564371569513,0.00070862859524802,6.713632254079651e-05,0.00019525529629991212,0.00023039351211869873,0.00014282254609131949,3.1863116053434444e-05,1.0441846745015323e-05,0,0.00023420699640172888,0.00028231042854723055,0.0009009009009009009,0.0004161464835622139,0.0009835436357530107,0,1.389622300658681e-05,8.089724755204929e-05,0.0001353949470605757,4.46540704976138e-05,0.00020657352894948378,0.0007507724293263261,0.001634727659866749,0
21001,Produtos farmacêuticos,0.00015195553845606706,0.0031309754922710883,9.256116750485947e-05,0,0.00179086426644339,0,0,0,0,0.0005844535359438924,0,0,0,0,0,0,0,0,0,0,2.0613881387726496e-05,0.0036517909886687075,0,0.0737252466708066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002580028580175751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012703969284625375,0.00010598834128245893,0,0,0,0.0003849253772824546,0.0006730650996330501,0.0005776851074584563,0.011453769082637939,0.013930241017419537,0,0.0011195823889003365,0
22001,Artigos de borracha,0,0,0,0.00040541225358536464,0.0001569913480323751,0.00339317195230603,0.001987207352667205,0,0,7.898020755998546e-06,0,0,0.00021537798836958864,0,0.00457347385166037,0,0,0,0,0,0,4.027710649266957e-05,0,0,0.005288076622747625,0.0003237727338699773,0.000895739822033231,0.0001399531157062384,2.1913245461219034e-05,0,0.0006389066362954527,0.0036058290091016097,0.011383035385056608,0.007588975417393648,0.005390571400568461,0.0001704593880507969,0.0037784181876400896,0,4.773649455008354e-05,2.6885631685823997e-05,0.0002689043872295853,0.004230070150666206,0,0.006159944292677701,0,0,0,0,0,0,0,0,0,0,1.4115521427361527e-05,0,0.0020807324178110697,0,0,0,6.471779804163943e-06,0,2.7908794061008625e-05,1.7962915560824676e-05,0,8.92918469675115e-05,0
22002,Artigos de plástico,0.00010669218657553645,0.00012407128990351633,0.0001234148900064793,0.00030405919018902346,5.814494371569448e-05,0,0,0.0006465567911974232,0.0001456330878375567,0.0016309412861137,0.0019491392391816232,0,0.00023691578720654748,9.78760888714887e-05,0.0013919268244183733,0.0003761095230931247,0.0009460149121824315,0.006675910234683921,2.6784590289514635e-05,4.668425106790224e-05,0.00039853504016271223,0.0007384136190322754,0.00237183446571958,0.0005174912026495549,0.029909756748475354,0.0037624624591097366,0.0005315379163713678,0,0.0009641828002936375,0.002311962351394806,0.004639017750493069,0.0019065302806744143,0.0032366879259249142,0.005858405322212293,0.0006664706458884642,0.004474558936333419,0.0024655779699007366,5.7525704402250405e-05,0.0004296284509507518,0.0016226269476267894,0.00044332885462174874,2.4034489492421626e-05,0,5.3564732979806093e-05,5.2108663933856735e-05,0,0.00015665141926185852,0,0,0,1.5931558026717222e-05,6.961231163343549e-06,1.099044014881056e-05,0.00026614431409287373,1.4115521427361527e-05,0,0,0.0003790241328023797,0,1.6675467607904172e-05,0.00011972792637703295,0,0.00048003125784934833,0.0003502768534360812,0,8.242324335462601e-05,0
23001,Cimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017640031707398765,0,0,0,0,0,0,0,0,0,0,0,3.835046960150027e-06,0,0.00040644749077980985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23002,"Artefatos de cimento, gesso e semelhantes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044124066119675856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23003,"Vidros, cerâmicos e outros produtos de minerais não metálicos",0.0019430910342999215,0.002350056196996015,0.0002776835025145784,0.00015202959509451173,1.1628988743138897e-05,1.8956267889977822e-05,0.0001242004595417003,0,0.0004993134440144801,0.0008134961378678503,0.0029825754800900006,0,0,0,0,0,0.00047300745609121575,0,0,0,0.00044663409673407405,0.0003759196605982493,0.0009882643607164916,0.00012074794728489616,0.0007512034080912514,0.005459478167669618,0.0006201275690999291,1.74941394632798e-05,0.00033965530464889505,0,0.0005555709880830023,0.0004724879391236592,0.001666143151741939,0.0001702200093621005,0.0005684602567872194,0.000937526634279383,0.0005123278898495037,2.6845328721050188e-05,9.547298910016708e-05,0.003506202673380694,2.180305842402043e-05,0,0,0,0,0.00070862859524802,0.00021483623213054882,0,0,0,0,0,0.00012639006171132142,0,0,0,0,3.358441683059061e-05,0,2.91820683138323e-05,5.501012833539352e-05,0,7.256286455862242e-05,3.592583112164935e-05,0,5.4948828903084005e-05,0
24911,Ferro gusa e ferroligas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001228103473299914,0.006831246554846839,0.0018543787831076589,0,0,0,1.6578524179777515e-05,3.41422776996299e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4115521427361527e-05,0,0,0,0,0,0,0,0,0,0,0,0
24912,"Semi acabados, laminados planos, longos e tubos de aço",0.00011639147626422159,0.0003649155585397539,9.256116750485947e-05,0.0005067653169817058,0.001994371569448321,0,0.0009315034465627522,0.00010188167618868486,0,1.9745051889996367e-05,0,0,0,0,0,0,0.0002613988573135666,0,0,0,0,0,0,0,0.0010081940477014164,0.0011052931259699227,0.011211512717536815,0.0002974003708757566,0.02607676209885065,8.215094649626214e-05,0.005944609572488125,0.010858933337754274,0.005927099408655751,0.012766500702157539,0.004371263353915515,0.0025284809227534874,0.00297790585975024,0.00015340187840600107,0.00027050680245047337,0.004388683995774211,0.0001426283405238003,1.8025867119316218e-05,0,0,8.684777322309456e-06,0,0,0,0,0,3.1863116053434444e-05,0,0,0,5.646208570944611e-05,0,0.0011170247716669952,0,0,2.0844334509880213e-05,2.26512293145738e-05,0,5.581758812201725e-06,0,0,0,0
24921,Produtos da metalurgia de metais não ferrosos,0,0,0,0,0,0,0.00018630068931255045,0.0003448302886386257,0,0.00047388124535991283,0,0,0,0,0,0,0.0008215392658426379,0.0032352488060391313,0,0,4.122776277545299e-05,0.0008592449385102841,0,3.449941350997033e-05,0.00020756936276205632,0.0003907601960499726,0.0053842822269470035,0.0576781778104335,0.010430704839540261,0.0009153962609583495,0.042862301730603625,0.004036870637775825,0.0008740423091105254,0.012411875682653162,0.006057042046456925,0.013324242165970624,0.0024015369836695487,1.534018784060011e-05,0.000620574429151086,0.0021002422869867217,8.176146909007662e-06,1.2017244746210813e-05,0,0,0,0,0,0,0,0,0,0,3.480306047123344e-05,0,0,0,0,0,0,5.558489202634724e-06,3.2358899020819714e-06,0,0,0,0,0,0
24922,Peças fundidas de aço e de metais não ferrosos,0,0,0,0,0,0,0.0002484009190834006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.937317899047169e-05,0.0002799062314124768,0,0,0.0006805744604016778,0.00030670269732588405,0,0.001305020071776104,1.9602077820248946e-05,0,0.0009446045469100224,0,0,2.3722616193374114e-05,2.2711519191687947e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25001,"Produtos de metal, exclusive máquinas e equipamentos",0.0002586477250316035,0.0006933395612255324,0.0002468297800129586,0.00030405919018902346,0.0009361335938226811,0.0015733702348681591,0.002359808731292306,0.0005368380629942241,0.00031207090250905004,0.0005607594736758968,0.0015043692114489037,0.0001988862370723946,0.0002799913848804652,0.00024469022217872175,0.0002982700338039372,0.006130585226417933,0.0002862939865815253,0.0002567657782570739,6.428301669483512e-05,0.00035013188300926683,0.0003641785711831681,0.0005504537887331507,0.0008153180975911056,0.0002759953080797626,0.00031629617182789537,0.000558228851499961,0.0013583746751712734,0.0009796718099436689,0.014024477095180182,0.0015843396824279125,0.0041945609600266675,0.006830351962068337,0.0038512489245182526,0.0029362951614962337,0.007782024894638832,0.004872297508451945,0.009542106948447007,0.0019520389027163638,0.0010024663855517544,0.003534669812812743,0.0002752636126032579,9.31336467831338e-05,0,0,0,0.0037932471863276365,0.004789057674576817,0,6.911805363560962e-05,1.2419351834027782e-05,0,0,0.00010807266146330384,0,2.8231042854723054e-05,0,0,4.797773832941515e-06,0.00022525341008634714,0.00022789805730802368,1.6179449510409857e-05,0,1.6745276436605174e-05,0,0,6.868603612885501e-06,0
26001,Componentes eletrônicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014224824115441894,0,0,0,0,0,0,0,0,0,0,0,0.1551009869849429,0.008833578710519737,0.0007709013743596545,0.00025265285497726126,0.0040143552207895375,0.0002156228560227384,0.0006108128071820223,0.00952609670188921,0.0008398752842728559,0,0,4.1789195312705824e-05,0,0,0,0.0020235531160981033,0,0,0,0,0,0.003704087241211754,0,0,0,8.469312856416915e-05,0,0,0,0,5.558489202634724e-06,5.8246018237475486e-05,0,1.6745276436605174e-05,4.490728890206169e-06,0.00037538621466316307,0.0010096847310941686,0
26002,Máquinas para escritório e equipamentos de informática,0,0,0,0,0.0004244580891245697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03470290696992102,0,0.00015749597970788641,0,2.8370001560350086e-05,0.0006076644124277174,0,0.0019212295869356388,0.00011888645576465083,0.00019094597820033417,0,0.00010628990981709959,0,0,0,0.00036476064753699716,0,0,0,0.006082388719933647,5.588708325312502e-05,0.01687151995029354,0.0005795224943483504,0,0.001682032065066962,0.004375811642482073,0.0013460519342872283,0.0010075125391506231,0.0017799740920213022,0.0006757602302590414,0.00010839053945137712,0.0023201330597927734,0.0011734228745249895,0.000446540704976138,0.00039967487122834905,8.662758799919147e-05,0.003509856446184491,0
26003,Material eletrônico e equipamentos de comunicações,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14769566595077985,0.00013889274702075057,0,0.0012359504527266023,0,0.0008624914240909536,0.00036932867411005997,6.404098623118796e-05,0,0,4.744523238674823e-06,9.084607676675179e-06,6.008622373105407e-06,0,0.00029460603138893354,0.0002171194330577364,0,0,0,0.0023039351211869875,0.0013102416184899311,0,8.353477396012258e-05,0,0.0005429344007494624,0.0012139348427530913,3.179650238473768e-05,0,0.0014105455068848054,0.0015517457139281692,0,1.941533941249183e-05,2.707898941211514e-05,5.581758812201725e-06,8.981457780412338e-06,0.0012994138199878722,0.001497355587609039,0
26004,"Equipamentos de medida, teste e controle, ópticos e eletromédicos",0,0,0,0,0.0011745278630570285,0,0,6.269641611611376e-05,0,0,0,0,0,0,0,0,0,0.007497560725106558,0,0,0,0,0,0,0,0,0,0,0,0.015855132673778593,0.00030556404344565124,0.003224522952966727,0.0007921008426314137,2.8370001560350086e-05,0.0006272664902479663,0.00042614847012699224,0.003218059558117195,2.3010281760900163e-05,3.1824329700055694e-05,0.0005345496182240301,6.08668714337237e-05,0,0,0,0.0001997498784131175,0,0,0,0.00034559026817804813,0,0.00010355512717366195,0,0,0,0.010036135734854046,3.179650238473768e-05,0,0,0,3.474055751646702e-05,0.0003268248801102791,0,0.0013452038737406156,0.0006781000624211316,0,9.616045058039701e-05,0
27001,"Máquinas, aparelhos e materiais elétricos",5.496264156921575e-05,0.00027733582449021295,6.170744500323964e-05,0.0005574418486798764,0.0004186435947530003,0.00018956267889977822,0.0005589020679376514,0.00010971872820319908,0.00022885199517330338,0.00018560348776596586,0.00015697765684684212,0.00013259082471492973,0.00047383157441309497,6.52507259143258e-05,0.0001491350169019686,0.0004137204754024372,0.00042321719755529833,0.00015405946695424435,1.0713836115805854e-05,0.0001167106276697556,0.00037792115877498576,0.00014768272380645507,0.00012353304508956145,0.00010349824052991099,0.00038548595941524747,0.0006922037758599515,0.00010827624222379715,0.0008222245547741506,0.0001862625864203618,0.011301623067985777,0.038764965693491485,0.00808203053764154,0.0025811561940920205,0.004794530263699165,0.003273546995981574,0.001321060257393676,0.01399295549151457,0.009280813643563066,0.0011297637043519771,0.00549890243362412,0.0005505272252065159,0.0015352030163284314,0.00039840637450199205,0,0.0003300215382477593,0.0006252605252188412,4.4757548360531006e-05,0.0001464414722249341,0.00046078702423739745,0.0018691124510211812,5.576045309351028e-05,3.306584802588186e-05,0.00029491014399308336,0.00153831413545681,0.0003246569928293151,0.00018018018018018018,0.0002847318045425674,0.0009739480880871275,5.0056313352521587e-05,1.2506600705928129e-05,8.089724755204929e-05,0,1.6745276436605174e-05,0,0.0008085241546591204,0.0014218009478672985,0
27002,Eletrodomésticos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941321803582458e-05,0,0,0,0,0,0,0,0.004208450234728742,4.144631044944379e-05,3.41422776996299e-05,0,1.9602077820248946e-05,0,0,0,0,0,0,0,0,0,0,4.168403501458941e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008311010371591455,0
28001,Tratores e outras máquinas agrícolas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00513934249573103,0,0,0,0,0.005059237912263849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28002,Máquinas para a extração mineral e a construção,0,0,0,0.0018750316728323114,0.0022327658386826683,0.004966542187174189,0.007638328261814569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49882789265596e-05,0,0,0,0.0041943666174837115,0,0,0,0,0.0042747358309317965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4115521427361527e-05,0,0,0,0,0,0,0,0,0,0,0,0
28003,Outras máquinas e equipamentos mecânicos,1.616548281447522e-05,0.00010947466756192616,9.256116750485947e-05,0.001672325546039629,0.00800074425527956,0.02227361477072394,0.023722287772464757,0,0,0,0,0,0,0,0,0.0011283285692793741,0,0,0,0,0,0,0,0,0.00047444425774184303,0,0,0.0001399531157062384,0.0005040046456080378,0.0004929056789775728,0.003638989971943665,0.09204396624612476,0.004882345711047075,0.0002978850163836759,0.011624032147407625,0,0.0861351264809478,7.286589224285051e-05,0.0007319595831012809,0.0021318724419112207,0.00029252436718894077,4.806897898484325e-05,0.0036354581673306774,0,0.000990064614743278,0.00016673614005835764,0,0,0,0.00024838703668055565,0,6.961231163343549e-06,0,0,2.8231042854723054e-05,2.1197668256491786e-05,0,0.0014921076620448112,0,2.2233956810538896e-05,9.707669706245914e-06,0,0.00012838045268063968,0,0,0,0
29911,"Automóveis, camionetas e utilitários",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006090982341613974,0,0,0,0,0,0,0,5.3599185292383555e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012703969284625375,0,0,0,0,0,0,0,0,0,0,0,0
29912,"Caminhões e ônibus, inclusive cabines, carrocerias e reboques",0,0,0,0,0,0,0,0,8.321890733574669e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.685140432844638e-05,0,0,0,0,0,0,0,0,0,0,0.0072927905166409466,4.255500234052513e-05,0,0,0,0,0,0,3.6338430706700716e-05,0.0007450691742650704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
